,Ticker,ROE_Mar-25,ROCE_Mar-25,ROE_Mar-24,ROCE_Mar-24,ROE_Mar-23,ROCE_Mar-23,ROE_Mar-22,ROCE_Mar-22,ROE_Mar-21,ROCE_Mar-21,ROE_Mar-20,ROCE_Mar-20,ROE_Mar-19,ROCE_Mar-19,ROE_Mar-18,ROCE_Mar-18,ROE_Mar-17,ROCE_Mar-17,ROE_Mar-16,ROCE_Mar-16,ROE_Mar-15,ROCE_Mar-15,ROE_Mar-14,ROCE_Mar-14,ROE_Mar-13,ROCE_Mar-13,ROE_Mar-12,ROCE_Mar-12,ROE_Mar-11,ROCE_Mar-11,ROE_Mar-10,ROCE_Mar-10,ROE_Mar-09,ROCE_Mar-09,ROE_Mar-08,ROCE_Mar-08,ROE_Mar-07,ROCE_Mar-07,ROE_Mar-06,ROCE_Mar-06,ROE_Mar-05,ROCE_Mar-05,Unnamed: 0
557,KOTHARIPET.NS,21.49,25.87,25.87,36.55,20.39,25.69,21.1,27.98,18.3,23.92,18.28,22.45,14.25,19.24,12.17,16.39,8.19,13.3,13.77,12.79,17.5,16.27,12.82,11.97,8.58,8.06,7.07,10.89,11.84,11.33,6.68,6.39,1.96,1.96,12.06,12.06,12.23,12.23,1.12,1.12,3.63,3.63,563
558,KPIT.NS,24.68,30.4,20.4,26.71,20.24,25.89,19.53,20.83,8.92,9.36,17.41,19.37,8.06,9.96,0.0,160.24,,,,,,,,,,,,,,,,,,,,,,,,,,,564
559,KPITTECH.NS,24.68,30.4,20.4,26.71,20.24,25.89,19.53,20.83,8.92,9.36,17.41,19.37,8.06,9.96,0.0,160.24,,,,,,,,,,,,,,,,,,,,,,,,,,,565
560,KPRMILL.NS,16.93,21.77,16.44,20.84,21.36,28.05,27.76,37.1,22.69,30.84,19.57,25.45,19.13,27.19,16.83,22.73,21.32,27.64,15.91,13.49,16.9,12.65,17.17,11.35,15.2,8.67,5.38,2.67,12.28,6.47,9.36,5.25,1.98,1.04,15.59,7.87,17.56,8.41,28.1,11.37,72.16,7.68,566
561,KRBL.NS,9.09,12.16,12.27,16.39,14.95,19.69,11.32,14.84,15.2,19.89,17.93,24.43,18.51,27.58,20.25,18.7,21.43,19.3,23.42,20.52,22.3,18.59,26.01,21.36,18.85,16.85,10.62,8.97,19.03,16.21,21.42,17.68,11.54,10.27,15.18,12.13,15.88,11.46,13.3,9.35,9.98,7.62,567
562,KRIDHANINF.NS,-25.69,-0.7,0.0,-0.23,0.0,-0.34,0.0,0.58,-6.16,0.7,-9.11,0.64,-108.59,6.54,0.28,3.3,0.97,4.08,1.49,1.47,1.68,1.55,1.33,6.07,1.88,1.56,4.41,3.49,18.44,9.0,9.16,6.21,4.06,1.73,7.37,5.1,-5.16,-5.0,,,,,568
563,KRITIKA.NS,10.73,21.08,12.33,20.65,8.08,13.97,5.83,10.98,1.31,5.36,2.35,11.46,10.79,27.19,12.4,30.71,,,,,,,,,,,,,,,,,,,,,,,,,,,569
564,KSCL.NS,,,23.77,24.32,19.44,19.68,16.14,16.33,24.19,24.16,25.59,25.8,21.19,21.74,20.59,21.12,7.66,13.93,19.34,19.2,39.78,39.44,40.6,40.14,37.55,36.98,24.07,23.53,22.42,21.86,19.25,16.0,18.31,15.63,13.24,12.96,39.51,29.93,38.87,13.88,40.52,9.2,572
565,KSERASERA.NS,-0.93,-0.93,-1.12,-1.12,-2.24,-2.1,-48.93,-3.53,-1.19,-1.21,-1.96,-1.85,-41.5,0.26,-67.01,-0.57,-0.71,-0.87,-1.0,-0.94,-0.07,-0.06,-7.06,-6.46,0.31,0.27,-6.3,-6.04,-0.32,-0.31,2.31,2.03,-2.68,-2.43,-0.18,-0.15,-36.23,-22.59,10.28,7.89,8.25,7.17,573
566,KSK.NS,,,,,,,,,,,,,-36.52,-0.09,-14.01,-1.64,-2.8,1.26,-1.17,-1.0,-0.18,-0.16,0.37,0.34,0.51,0.48,0.02,1.56,1.28,1.14,4.92,4.15,5.31,4.49,15.76,12.03,5.43,3.46,12.19,5.82,10.98,7.02,574
567,KSL.NS,13.28,18.47,14.62,19.81,11.21,14.89,17.76,21.32,16.48,21.61,14.22,17.43,14.82,19.87,14.63,13.43,22.29,30.3,19.26,13.3,17.5,10.71,14.72,8.87,6.73,3.99,6.51,4.33,17.01,10.9,15.65,9.41,0.64,0.44,15.46,12.3,19.78,15.52,30.42,21.3,17.52,10.59,575
568,KWALITY.NS,15.0,22.79,10.65,19.92,9.67,20.94,66.04,77.25,24.97,26.93,18.21,20.33,19.93,28.29,15.42,27.04,13.41,25.18,8.66,7.32,7.0,6.45,5.6,4.78,9.93,8.66,5.78,4.74,4.35,3.05,,,,,,,,,,,,,576
569,L&TFH.NS,10.34,36.81,9.85,35.62,18.69,2.09,1.93,2.87,1.05,1.22,3.4,4.38,3.41,5.03,3.46,4.95,6.04,5.46,9.51,7.28,7.37,5.32,5.56,4.15,8.81,7.09,2.12,2.12,0.0,0.0,0.2,0.17,-0.83,0.0,,,,,,,,,577
570,LAGNAM.NS,10.63,13.78,13.37,9.77,10.35,11.2,33.73,23.99,7.68,9.76,2.06,5.89,8.97,5.73,17.8,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,578
571,LALPATHLAB.NS,23.3,28.79,20.23,27.26,17.3,22.52,23.3,27.65,23.01,29.44,21.96,28.67,20.99,31.44,21.66,32.7,26.0,25.68,26.27,25.01,30.06,25.95,39.09,31.31,32.54,29.15,37.15,33.39,31.25,27.31,,,,,,,,,,,,,579
572,LAOPALA.NS,11.71,15.87,14.99,17.63,15.86,20.64,11.79,16.24,7.44,9.22,15.45,18.4,13.99,20.08,14.58,19.65,14.3,18.49,25.3,24.08,22.51,21.4,30.62,27.53,30.88,23.38,22.69,16.77,20.54,13.66,7.29,4.0,2.25,1.1,2.83,1.48,12.91,8.25,12.81,10.54,10.01,8.2,580
573,LASA.NS,,,-22.47,-8.24,-32.65,-15.03,-3.61,1.08,14.33,18.79,2.56,8.22,-11.42,-2.69,10.51,14.8,3.12,25.28,,,,,,,,,,,,,,,,,,,,,,,,,581
574,LAURUSLABS.NS,8.33,12.64,5.31,9.17,18.74,24.67,22.13,25.46,35.25,40.95,14.7,18.65,5.97,10.63,11.44,9.95,14.75,12.85,17.92,10.08,11.12,6.73,32.84,17.28,44.81,26.66,20.21,10.2,,,,,,,,,,,,,,,582
575,LAXMIMACH.NS,8.29,5.01,13.94,16.36,15.22,18.09,9.05,10.43,2.66,4.97,2.71,3.84,11.19,18.64,12.28,11.63,12.38,11.63,14.64,13.71,16.45,14.87,16.63,13.8,12.23,9.73,15.24,11.53,20.07,13.93,11.3,10.89,12.68,11.99,31.98,30.04,35.53,33.65,33.01,31.62,4.31,4.17,583
576,LEMONTREE.NS,7.99,11.32,8.38,11.88,7.5,10.04,-1.62,1.5,-4.05,-0.18,3.08,5.85,6.13,6.07,2.3,1.79,0.71,0.55,-1.78,-1.35,-0.11,-0.08,1.55,1.2,-2.27,-1.8,,,,,,,,,,,,,,,,,584
577,LGBBROSLTD.NS,15.54,19.46,16.65,21.69,18.42,23.05,21.42,26.58,17.05,20.85,14.96,14.59,15.2,18.7,14.34,21.17,13.29,17.21,14.52,11.6,18.42,14.28,18.15,14.61,13.15,9.4,18.98,14.25,23.43,15.83,15.64,8.5,27.9,12.88,10.38,4.9,17.22,6.59,14.58,6.69,20.04,10.08,585
578,LGBFORGE.NS,,,-48.92,-7.17,-30.84,-20.95,8.75,13.78,9.6,13.62,-2.0,5.11,6.45,18.9,-93.78,-0.52,-32.06,-23.24,-25.64,-13.65,-1.2,-0.72,24.09,10.15,-45.07,-11.62,,-13.66,-154.48,-41.89,-95.69,-20.44,-40.25,-14.4,0.0,0.0,-0.78,-0.78,,,,,586
579,LIBERTSHOE.NS,6.09,10.98,5.33,11.03,6.51,10.12,1.18,5.9,0.13,5.88,5.9,9.16,3.9,14.16,3.92,14.53,4.04,14.84,6.57,5.98,11.77,10.37,9.73,8.4,4.58,4.09,5.1,4.63,7.11,6.37,6.99,6.58,6.14,5.52,13.9,11.6,17.38,14.2,23.16,20.54,15.58,12.33,587
580,LICHSGFIN.NS,14.97,71.75,15.17,76.0,10.66,70.94,9.27,9.82,13.32,10.67,13.2,10.95,14.95,10.11,14.06,9.71,17.43,11.18,18.15,1.62,17.72,1.53,17.48,1.73,15.78,1.61,16.08,1.72,23.37,2.32,19.54,1.77,23.79,1.96,21.13,1.75,18.08,1.59,15.5,1.39,12.02,1.17,588
581,LINDEINDIA.NS,11.85,15.16,12.41,15.43,17.2,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,10.0,26.34,17.16,,,589
582,LITL.NS,,,,,,,,,,,,,,,,,-85.72,-10.94,-25.34,-4.05,-33.1,-5.83,-35.9,-8.35,0.36,0.12,3.21,1.12,8.09,2.79,15.76,8.24,14.22,8.21,12.56,11.42,5.29,4.83,11.15,7.06,12.69,8.18,590
583,LOVABLE.NS,1.0,-1.72,2.42,3.05,-0.04,0.24,3.31,3.7,0.39,0.58,1.87,3.03,0.49,4.24,-1.43,5.79,5.78,9.84,11.29,10.9,10.65,10.17,11.12,10.53,10.85,10.11,13.61,13.42,9.97,9.85,41.22,39.42,19.52,13.31,34.7,21.85,45.1,23.0,48.42,26.22,,,591
584,LPDC.NS,-9.31,-8.9,-26.82,-26.52,-11.8,-13.33,-0.12,-0.18,0.64,0.85,0.61,0.79,0.28,0.36,0.86,1.02,1.4,1.81,1.43,1.42,1.92,1.92,4.51,4.49,1.42,1.41,1.2,1.2,1.61,1.61,0.93,0.93,2.73,2.73,7.95,7.93,-17.41,-17.41,16.51,16.51,26.07,26.07,592
585,LSIL.NS,15.46,20.58,19.41,24.18,18.84,27.23,4.39,8.1,0.44,1.2,2.21,3.17,2.62,3.03,1.94,2.93,0.84,0.81,0.68,0.65,2.9,2.79,,,,,,,,,,,,,,,,,,,,,593
586,LT.NS,15.12,18.58,14.44,17.18,10.97,14.63,11.74,14.2,18.76,12.55,12.8,14.33,14.96,17.21,10.99,14.95,11.89,13.36,13.04,10.66,13.63,10.89,16.32,13.75,16.86,13.11,17.68,14.22,18.13,14.23,23.94,17.65,27.99,18.96,22.79,17.42,24.28,18.87,21.85,16.77,29.47,20.16,594
587,LTI.NS,20.36,26.34,23.24,28.99,26.6,33.03,26.9,33.88,25.76,32.13,29.68,33.35,31.29,41.38,31.19,30.79,31.49,31.19,50.34,55.49,40.17,38.46,61.51,56.48,45.41,39.87,39.49,31.7,,,,,,,,,,,,,,,595
588,LTIM.NS,20.36,26.34,23.24,28.99,26.6,33.03,26.9,33.88,25.76,32.13,29.68,33.35,31.29,41.38,31.19,30.79,31.49,31.19,50.34,55.49,40.17,38.46,61.51,56.48,45.41,39.87,39.49,31.7,,,,,,,,,,,,,,,596
589,LTTS.NS,21.23,27.73,24.91,31.73,23.68,31.34,23.06,28.81,20.15,24.63,30.15,35.15,28.74,38.59,24.9,24.87,29.31,29.31,118.56,38.24,102.74,28.61,7.33,1.27,-6.38,-6.38,,,,,,,,,,,,,,,,,597
590,LUMAXTECH.NS,10.34,15.9,13.75,17.76,12.61,14.83,11.95,16.25,8.62,12.14,14.36,15.35,13.35,15.95,11.3,12.21,2.76,7.01,14.28,12.29,25.88,20.34,14.53,9.85,22.84,17.22,27.6,25.56,25.22,23.1,17.4,14.51,1.48,1.17,5.91,4.04,7.2,5.95,26.35,11.5,38.03,14.91,598
591,LUPIN.NS,16.36,19.89,11.29,13.38,2.3,3.28,-1.03,-0.46,6.77,8.66,4.16,10.28,8.98,15.36,8.51,11.17,21.25,27.53,23.76,23.05,26.55,25.64,33.3,31.67,26.0,24.29,21.53,19.5,25.69,22.39,25.6,22.75,30.31,21.87,33.62,23.81,33.54,19.59,27.79,13.72,16.44,10.79,599
592,LUXIND.NS,,,8.44,12.28,10.02,14.62,25.93,34.9,27.07,36.18,24.34,34.1,24.47,41.47,24.44,44.1,24.25,36.05,28.7,15.59,34.28,17.48,34.55,15.67,33.24,19.61,33.54,16.29,28.58,14.9,,,,,,,,,,,,,600
593,M&M.NS,19.24,23.53,20.5,23.55,15.1,19.76,12.66,13.8,0.77,12.35,3.86,13.26,14.01,16.86,14.37,16.95,13.6,14.28,14.29,12.49,17.25,13.85,22.39,16.68,22.88,17.36,24.08,17.39,26.46,19.59,26.72,18.75,16.07,9.38,25.43,16.32,30.18,20.14,29.6,21.72,25.65,15.98,601
594,M&MFIN.NS,11.83,54.5,9.69,15.53,11.61,7.92,6.32,11.52,2.27,11.59,7.97,14.83,14.27,14.79,11.18,12.8,6.17,1.38,11.04,2.76,14.67,17.78,17.41,3.92,19.81,4.89,21.01,4.88,18.59,4.89,19.82,4.42,14.6,3.51,13.46,2.94,17.07,2.54,15.85,2.52,23.14,3.07,602
595,MADRASFERT.NS,,,-2.93,-397.12,-64.55,-201.93,-32.06,-60.54,-0.41,-16.16,0.0,8.32,0.0,-4.21,0.0,-8.81,-0.82,-28.49,0.0,4.37,0.0,39.26,-48.51,243.64,-7.98,-99.1,-33.86,23.76,-38.37,73.41,-1.12,4.19,0.0,-183.7,0.0,-47.51,0.0,-16.01,0.0,-22.06,0.0,-2.28,603
596,MAGMA.NS,-1.21,16.84,25.33,27.64,9.1,20.55,5.13,12.88,-29.78,2.81,-0.39,28.87,10.76,36.27,11.11,9.61,0.29,0.13,9.21,3.78,10.77,3.25,10.72,3.13,10.46,2.58,5.84,1.89,19.89,6.37,19.07,3.07,13.25,2.49,19.1,3.2,15.95,3.06,18.92,6.12,21.8,5.45,604
597,MAGNUM.NS,1.36,3.06,3.62,0.92,12.13,3.37,-10.05,5.91,-2.36,0.85,0.0,-3.79,0.0,1.17,-1.67,0.66,-222.17,-9.59,0.0,-24.48,0.0,-2.38,-120.69,-4.94,-0.88,-0.09,-58.51,-6.73,-51.57,-9.13,-23.04,-5.64,-0.86,-0.27,7.29,3.66,17.75,6.61,19.42,6.06,6.87,2.2,605
598,MAHAPEXLTD.NS,2.59,1.06,1.71,1.35,5.13,4.06,3.73,3.15,5.71,3.78,-0.7,-0.85,6.85,3.79,4.65,6.23,13.51,12.46,0.0,0.53,0.0,-0.58,0.0,-0.05,0.0,-5.87,0.0,-12.91,0.0,-0.74,-20.5,20.24,0.0,1.11,-17.92,13.46,0.0,-0.71,0.0,-0.6,0.0,-1.35,606
599,MAHINDCIE.NS,,,,,,,,,,,1.87,2.69,,,,,,,,,3.36,3.26,1.92,1.88,4.53,4.44,0.78,0.77,-0.39,-0.37,-12.08,-10.01,-6.16,-4.9,-1.85,-1.47,-10.58,-6.1,-17.55,-5.23,,,607
600,MAHLIFE.NS,3.29,3.59,-2.51,-3.9,9.37,2.14,2.87,-5.13,-3.61,-4.55,-15.1,0.62,3.34,5.13,2.94,2.93,3.27,2.79,7.45,5.68,17.63,12.09,6.83,4.33,8.19,7.49,10.72,9.76,10.02,9.12,8.36,8.2,5.22,5.11,7.65,7.5,1.87,1.82,8.6,4.65,6.05,3.72,608
601,MAHLOG.NS,6.22,9.79,9.17,13.38,10.27,12.58,4.25,6.85,4.24,7.07,10.11,14.0,16.92,25.36,14.84,14.35,12.84,12.39,12.31,11.78,15.19,14.59,29.44,27.62,28.42,26.22,17.56,16.68,,,-5.77,-2.99,8.59,7.17,,,,,,,,,609
602,MAHSCOOTER.NS,0.69,0.49,0.73,0.68,1.02,0.94,0.62,0.69,0.05,0.05,2.19,2.33,0.64,0.63,0.73,0.73,0.19,0.19,32.37,30.98,21.7,20.35,19.93,18.35,21.74,19.59,-3.2,-2.8,10.32,10.32,4.19,4.19,5.46,5.46,6.0,6.0,3.87,3.87,8.35,7.84,4.51,4.23,610
603,MAHSEAMLES.NS,12.63,15.22,17.36,20.78,16.86,18.78,10.56,11.72,4.36,10.34,-0.66,12.7,8.23,16.73,6.67,9.2,5.17,7.66,1.71,1.35,5.41,4.19,4.38,3.33,6.95,5.19,14.8,10.77,18.59,12.87,18.41,11.81,19.68,17.96,17.85,15.93,25.3,21.82,33.6,15.11,27.21,18.84,611
604,MAITHANALL.NS,17.37,22.46,11.43,14.41,15.61,24.16,34.78,45.51,15.22,19.34,17.07,21.16,22.79,28.81,33.33,41.91,31.33,40.53,20.02,15.94,15.39,15.03,7.92,7.76,16.14,15.81,20.42,19.95,39.02,37.22,25.79,15.98,0.15,0.1,43.75,27.03,25.64,16.53,,,,,612
605,MANAKSIA.NS,7.02,17.21,10.22,9.25,53.81,66.58,8.2,7.62,3.68,6.94,47.97,59.5,16.87,21.59,41.48,52.62,9.27,13.26,25.65,25.48,9.19,9.07,6.82,5.54,5.27,4.02,1.48,1.17,6.01,4.58,4.79,3.6,4.73,3.36,7.84,5.9,11.6,6.44,11.11,5.57,18.47,7.3,613
606,MANAKSTEEL.NS,3.82,6.61,9.78,13.59,4.48,6.55,11.48,15.76,9.0,12.52,4.5,5.77,5.53,10.07,9.45,16.85,5.72,11.51,3.24,3.11,5.51,5.25,7.85,7.02,-42.57,-42.57,-120.83,-120.83,,,,,,,,,,,,,,,614
607,MANALIPETC.NS,-0.91,0.26,-0.95,0.57,5.1,7.08,38.22,49.08,30.26,41.59,8.45,11.34,14.81,18.7,14.21,21.32,12.36,12.04,17.05,16.76,17.96,17.53,13.73,12.64,14.19,12.98,25.04,22.93,17.71,15.92,16.53,14.92,6.17,5.47,5.19,4.5,12.91,10.57,30.61,25.03,26.91,19.75,615
608,MANAPPURAM.NS,15.12,39.88,16.01,38.2,14.1,22.66,16.42,19.75,24.6,23.52,23.11,24.17,17.99,23.98,18.07,13.07,21.92,39.37,12.32,8.48,10.3,6.31,9.07,5.35,8.53,5.4,24.84,17.06,14.69,11.69,21.05,12.87,18.83,9.39,49.75,10.73,43.98,9.76,24.69,5.77,25.22,3.55,616
609,MANDHANA.NS,,,14.45,9.62,27.01,8.13,,-18.49,0.0,11.08,0.0,7.74,0.0,5.19,0.0,94.21,0.0,-270.74,9.78,19.76,11.31,7.04,11.31,5.98,13.84,6.96,17.51,8.99,18.96,8.97,22.44,7.53,27.4,9.12,35.38,11.91,35.82,8.3,32.6,6.37,23.58,7.94,617
610,MANGCHEFER.NS,13.49,19.66,16.47,25.15,16.76,22.39,12.86,18.69,11.04,22.9,11.83,22.88,6.64,20.02,12.69,22.53,4.57,25.6,-69.86,-36.59,6.43,3.83,12.76,7.14,13.27,8.01,15.3,8.26,19.43,13.55,16.55,11.57,9.43,6.27,12.83,7.79,10.87,5.86,10.77,5.44,10.31,4.99,618
611,MANGLMCEM.NS,5.28,10.98,7.35,13.39,2.26,9.35,10.46,14.58,15.99,18.52,13.17,17.18,-1.93,3.91,2.21,8.24,7.24,11.85,-4.53,-2.45,3.49,1.83,5.89,2.96,15.87,9.16,13.1,10.35,9.81,7.68,31.35,26.88,33.61,26.92,52.39,33.51,29.47,17.21,,,,,619
612,MANINFRA.NS,9.46,12.43,13.96,17.67,14.61,18.66,10.52,13.04,9.93,11.89,7.98,10.38,13.46,17.85,10.11,10.06,8.72,8.66,6.9,6.85,8.0,7.91,4.85,4.77,7.66,7.48,12.39,11.43,13.45,12.44,17.14,17.14,27.87,27.75,24.86,24.78,20.77,20.14,73.84,73.75,103.18,93.39,620
613,MANPASAND.NS,,,,,,,,,,,-41.59,-24.68,-91.35,-29.88,8.02,9.68,6.29,7.27,8.4,8.4,15.68,12.45,21.62,16.82,30.01,21.2,11.52,8.57,,,,,,,,,,,,,,,621
614,MARICO.NS,32.36,39.23,29.96,38.88,32.06,40.55,38.14,45.98,36.44,44.22,34.86,43.69,32.35,33.48,23.61,23.4,28.81,28.59,27.01,26.9,23.26,21.58,29.25,25.79,21.54,18.08,29.94,23.14,36.11,26.7,41.11,35.2,38.64,28.49,51.17,34.79,63.3,61.96,35.64,20.19,33.76,32.5,622
615,MARINE.NS,10.88,16.47,12.72,19.18,10.83,17.23,8.64,15.84,5.84,12.72,4.88,11.11,6.26,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623
616,MARKSANS.NS,13.6,17.33,10.93,13.9,9.25,12.02,13.25,17.3,16.4,20.79,7.49,11.31,9.26,12.79,2.89,5.45,2.75,3.76,17.42,16.89,19.41,18.7,37.94,30.59,41.02,32.96,0.0,83.48,0.0,,0.17,0.06,0.33,0.11,11.66,3.75,6.12,1.68,21.6,5.59,31.3,12.67,624
617,MARUTI.NS,14.83,19.59,15.72,19.72,13.33,16.4,6.96,8.35,8.23,9.74,11.66,14.04,16.25,21.6,18.49,25.83,20.17,26.42,17.95,17.35,15.65,15.0,13.26,12.39,12.87,11.95,10.76,10.37,16.5,15.88,21.1,20.01,13.04,11.93,20.56,18.84,22.78,20.17,21.8,20.78,19.49,17.37,625
618,MASFIN.NS,11.83,43.36,14.0,52.83,13.34,30.81,12.06,28.42,12.23,28.27,16.97,44.0,16.71,14.81,13.36,16.04,24.09,8.13,36.81,7.29,34.15,9.35,38.4,9.25,43.74,36.76,45.13,8.12,47.6,3.43,50.86,3.72,33.38,2.78,,,,,,,,,626
619,MASTEK.NS,13.21,15.01,13.47,12.94,17.79,14.17,12.81,15.16,5.76,13.75,10.19,14.17,11.73,14.49,6.89,6.5,10.9,10.54,6.75,6.55,16.99,16.5,7.85,7.44,7.89,7.31,,,,,,,,,,,,,,,,,627
620,MAWANASUG.NS,14.51,19.78,9.49,19.11,4.12,11.2,8.0,16.29,18.98,11.17,-25.1,1.33,10.64,15.55,4.55,4.29,106.65,74.26,-0.58,-3.84,,,,,,,,,-36.65,-11.13,,,,,,,0.57,0.53,21.54,21.38,0.7,0.52,628
621,MAX.NS,8.45,11.38,8.94,10.71,9.85,7.7,5.24,6.2,-2.76,2.57,-0.1,1.97,-1.78,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629
622,MAXHEALTH.NS,8.45,11.38,8.94,10.71,9.85,7.7,5.24,6.2,-2.76,2.57,-0.1,1.97,-1.78,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630
623,MAXINDIA.NS,-0.13,-0.13,-0.16,-0.16,0.2,0.28,1.52,2.17,1.49,1.94,11.95,16.37,2.46,3.81,7.49,7.45,8.42,8.4,6.89,6.88,11.31,11.31,5.81,5.69,18.19,17.67,-0.53,-0.51,-1.85,-1.76,-0.02,-0.02,1.05,1.02,3.02,2.65,1.41,1.1,0.89,0.76,0.09,0.07,631
624,MAYURUNIQ.NS,14.9,19.89,13.77,17.75,14.18,17.62,11.89,15.42,14.01,18.52,13.73,17.63,16.66,24.1,20.75,20.31,20.93,20.28,24.11,23.14,29.52,21.86,35.25,48.1,36.82,34.43,38.85,36.29,41.42,37.75,38.65,33.54,20.86,15.62,21.11,16.66,13.6,10.1,14.72,10.2,12.28,8.16,632
625,MBLINFRA.NS,3.68,0.84,0.53,0.4,0.46,0.34,5.16,0.31,7.99,0.52,32.97,1.07,-33.49,5.03,26.61,3.7,-9.89,2.55,11.58,9.38,12.39,8.45,16.31,10.59,14.13,9.1,20.7,15.95,21.74,15.7,15.37,10.93,27.61,14.15,26.55,12.6,23.85,11.94,24.03,13.45,20.87,9.81,633
626,MCDOWELL-N.NS,19.77,26.85,18.84,25.0,17.69,20.24,15.7,25.7,7.51,18.6,18.49,33.63,21.03,31.36,22.43,33.02,8.76,33.48,7.11,4.88,-100.74,-54.93,-133.77,-96.38,5.01,4.28,5.83,4.67,7.55,5.6,7.85,5.18,9.56,7.27,15.49,11.58,37.02,19.65,4.91,1.98,9.29,3.83,634
627,MCLEODRUSS.NS,0.0,-39.09,-186.23,-46.88,-716.03,4.49,-11.25,2.33,-3.96,5.86,0.92,3.68,-0.32,7.13,4.56,10.79,1.75,1.44,1.1,0.68,4.66,3.0,15.33,10.1,18.24,11.54,20.0,11.98,24.26,13.5,30.47,14.8,14.81,5.88,9.76,3.81,8.71,3.38,5.57,1.72,-5.52,-2.5,635
628,MCX.NS,21.51,27.55,3.35,4.38,8.13,10.39,7.61,11.09,11.88,14.04,13.48,14.92,9.33,10.88,6.83,9.01,8.25,11.3,7.69,7.58,9.0,8.78,11.6,11.22,25.81,24.6,28.7,27.51,20.43,19.48,31.62,31.14,32.22,31.66,28.9,28.74,32.02,31.63,,,,,636
629,MEGASOFT.NS,3.99,7.32,3.71,6.95,6.82,5.98,3.56,2.08,1.14,2.41,0.46,2.55,0.34,2.82,-3.48,-1.52,0.77,1.88,0.29,0.28,0.35,0.35,,,,,,,,,,,,,,,,,,,,,637
630,MENONBE.NS,,,17.55,22.24,24.52,31.86,21.91,28.42,19.04,24.51,16.32,21.46,27.91,32.58,27.34,24.63,29.78,26.76,28.83,25.69,27.05,22.91,17.32,13.59,11.28,8.17,23.69,17.37,23.82,16.81,33.02,14.83,18.39,8.02,15.56,9.98,15.21,9.8,13.04,7.37,21.2,12.38,638
631,MEP.NS,,,,,-44.26,-21.09,-11.27,-7.69,-49.57,-10.0,-20.98,-11.88,3.67,8.39,6.29,10.35,2.94,7.13,5.15,3.14,6.24,2.95,1.98,1.74,7.73,5.75,9.19,5.58,-8.46,-8.3,-1.15,-1.15,,,,,,,,,,,639
632,MERCATOR.NS,,,,,-0.04,-0.05,-0.53,-0.43,0.0,-0.64,0.0,41.45,-202.23,-27.72,-23.98,-2.71,-3.71,4.83,3.29,1.69,7.06,3.48,1.38,0.73,-32.45,-15.97,-13.19,-6.34,-9.54,-4.61,0.6,0.27,16.53,7.57,18.35,9.28,13.64,4.02,37.98,9.88,57.81,26.75,640
633,METROPOLIS.NS,10.02,12.52,11.23,14.51,14.84,17.41,23.32,24.74,27.86,32.47,21.86,30.84,24.42,35.15,25.9,35.83,32.83,45.73,31.28,40.94,14.06,21.19,17.6,25.84,,,,,,,,,,,,,,,,,,,641
634,MFSL.NS,,,-0.16,-0.16,0.2,0.28,1.52,2.17,1.49,1.94,11.95,16.37,2.46,3.81,7.49,7.45,8.42,8.4,6.89,6.88,11.31,11.31,5.81,5.69,18.19,17.67,-0.53,-0.51,-1.85,-1.76,-0.02,-0.02,1.05,1.02,3.02,2.65,1.41,1.1,0.89,0.76,0.09,0.07,642
635,MGL.NS,17.74,21.8,25.06,31.39,19.11,23.81,16.59,20.82,19.16,24.09,26.87,31.12,22.77,31.95,22.8,31.77,21.38,30.16,17.98,25.41,21.38,29.37,22.91,31.6,25.24,34.85,28.84,39.73,,,,,21.76,29.81,25.29,33.79,,,,,,,643
636,MHRIL.NS,15.56,4.48,207.66,4.01,-157.0,4.06,-54.88,4.05,-28.94,3.5,0.0,2.52,-14.48,1.89,17.57,4.76,19.37,5.09,16.96,4.78,10.81,3.42,11.96,4.19,16.86,5.51,18.39,6.04,20.41,6.54,26.82,24.88,42.13,36.56,56.89,48.61,53.7,9.96,45.13,6.95,35.64,17.81,644
637,MIDHANI.NS,,,6.91,7.76,12.11,11.74,14.8,13.17,15.5,13.09,16.66,12.22,15.64,15.28,16.63,21.31,17.93,22.39,19.26,14.62,18.36,13.96,18.52,12.09,20.28,10.78,18.61,14.06,14.91,5.62,,,,,,,,,,,,,645
638,MINDACORP.NS,10.77,13.47,10.87,15.29,17.44,16.88,13.71,15.24,8.18,12.67,-27.83,19.5,14.18,20.43,15.0,20.41,13.2,11.06,13.42,11.31,11.16,9.95,7.56,6.55,9.87,8.38,16.17,13.67,20.08,16.06,30.29,13.46,20.88,10.29,21.47,10.4,14.21,5.88,,,,,646
639,MINDAIND.NS,16.56,18.19,15.42,18.31,13.71,15.73,7.56,11.46,7.24,10.42,8.18,10.97,15.19,17.09,14.0,13.07,17.78,10.41,18.24,16.46,14.4,12.39,8.21,6.87,9.81,7.96,11.75,9.46,22.6,12.86,24.73,9.3,20.48,7.61,25.32,8.92,27.39,9.94,33.51,13.65,35.77,12.71,647
