,Ticker,ROE_Mar-25,ROCE_Mar-25,ROE_Mar-24,ROCE_Mar-24,ROE_Mar-23,ROCE_Mar-23,ROE_Mar-22,ROCE_Mar-22,ROE_Mar-21,ROCE_Mar-21,ROE_Mar-20,ROCE_Mar-20,ROE_Mar-19,ROCE_Mar-19,ROE_Mar-18,ROCE_Mar-18,ROE_Mar-17,ROCE_Mar-17,ROE_Mar-16,ROCE_Mar-16,ROE_Mar-15,ROCE_Mar-15,ROE_Mar-14,ROCE_Mar-14,ROE_Mar-13,ROCE_Mar-13,ROE_Mar-12,ROCE_Mar-12,ROE_Mar-11,ROCE_Mar-11,ROE_Mar-10,ROCE_Mar-10,ROE_Mar-09,ROCE_Mar-09,ROE_Mar-08,ROCE_Mar-08,ROE_Mar-07,ROCE_Mar-07,ROE_Mar-06,ROCE_Mar-06,ROE_Mar-05,ROCE_Mar-05,Unnamed: 0
1029,TORNTPHARM.NS,24.86,28.86,19.87,23.64,16.28,19.81,15.62,19.5,18.86,18.53,18.32,18.2,14.86,15.84,10.57,5.45,19.17,12.38,47.01,30.12,23.03,12.02,33.29,24.08,33.09,24.35,23.85,17.78,26.61,19.8,23.54,15.32,25.48,15.32,26.57,16.12,24.32,14.21,17.2,9.62,15.52,9.14,1042
1030,TORNTPOWER.NS,16.33,15.47,14.93,14.01,19.09,17.7,4.11,13.41,12.92,12.68,13.47,13.32,9.95,10.31,11.98,4.68,6.28,2.38,13.92,5.08,10.74,5.33,1.53,0.69,6.32,3.22,21.52,12.92,22.26,13.87,21.12,11.22,12.61,6.17,7.3,3.82,2.65,1.64,,,0.0,0.0,1043
1031,TOUCHWOOD.NS,,,9.99,12.77,11.48,13.7,13.67,17.42,7.25,10.1,14.36,19.77,26.01,33.26,17.11,27.12,36.26,56.32,1.42,1.14,3.14,2.75,-44.7,-36.93,0.99,0.96,,,,,,,,,,,,,,,,,1044
1032,TPLPLASTEH.NS,15.98,21.5,15.22,19.98,13.89,17.44,12.97,18.77,8.7,15.59,12.24,19.84,14.35,22.14,17.44,22.16,18.38,25.01,17.17,15.02,17.33,13.94,18.81,13.63,19.1,11.55,20.67,11.04,37.09,20.51,26.74,11.62,20.28,14.15,29.01,22.65,23.47,20.87,14.42,13.49,21.03,19.35,1045
1033,TREEHOUSE.NS,-9.21,-1.67,-1.77,0.08,-20.76,-20.97,-10.47,-9.47,-14.1,-9.23,-8.63,-7.65,-11.87,-9.19,-24.49,-17.01,-33.04,-13.49,1.05,0.97,9.44,8.86,10.95,9.6,9.7,8.84,8.44,8.33,7.49,7.38,4.22,3.45,-0.46,-0.45,-2.34,-2.26,,,,,,,1046
1034,TRENT.NS,26.79,28.69,32.28,27.52,18.0,14.67,9.17,8.68,-2.02,3.42,6.18,9.73,7.51,11.25,7.21,6.74,6.93,6.45,5.5,5.1,7.29,6.73,4.12,3.27,4.06,3.32,3.52,2.79,4.03,3.01,6.34,4.93,4.4,3.43,5.42,4.84,8.36,6.97,9.04,7.12,8.77,8.47,1047
1035,TRF.NS,33.53,19.3,-12.12,34.93,,86.59,0.0,-7.89,0.0,15.38,0.0,65.43,0.0,276.36,0.0,102.68,0.0,-6.72,0.0,21.19,0.0,-22.91,-34.53,-8.85,-79.64,-28.86,8.81,5.28,0.49,0.32,27.78,20.75,34.43,33.94,44.66,43.89,36.26,35.31,16.55,15.96,10.38,9.88,1048
1036,TRIDENT.NS,,,9.04,10.9,10.22,12.0,21.46,26.52,10.42,12.52,11.52,13.21,12.65,15.49,9.87,11.47,12.36,12.29,13.58,5.62,8.09,3.9,21.16,10.88,6.98,2.79,-6.72,-2.18,12.61,4.45,11.22,3.13,-11.88,-3.1,8.87,2.52,10.24,3.33,16.14,6.18,13.42,5.9,1049
1037,TRIL.NS,15.49,22.51,7.62,17.5,9.69,20.73,3.75,15.07,2.07,13.42,0.16,11.87,1.51,14.53,1.35,12.51,6.91,19.47,-2.67,-2.29,-1.96,-1.78,1.43,1.24,1.42,1.26,2.79,2.72,12.56,12.29,17.27,16.89,18.03,17.69,16.03,15.41,41.31,30.92,35.51,28.33,24.46,12.35,1050
1038,TRITURBINE.NS,36.21,42.87,27.34,36.48,23.18,30.72,32.35,19.37,14.97,23.11,22.06,28.28,21.09,31.45,22.01,32.01,29.36,42.96,36.48,34.79,38.65,55.67,37.78,35.01,75.41,67.54,138.34,90.7,0.0,105.28,0.0,-342.4,0.0,-102.13,,,,,32.93,32.93,4.54,4.54,1051
1039,TRIVENI.NS,36.21,42.87,27.34,36.48,23.18,30.72,32.35,19.37,14.97,23.11,22.06,28.28,21.09,31.45,22.01,32.01,29.36,42.96,36.48,34.79,38.65,55.67,37.78,35.01,75.41,67.54,138.34,90.7,0.0,105.28,0.0,-342.4,0.0,-102.13,,,,,32.93,32.93,4.54,4.54,1052
1040,TTKHLTCARE.NS,7.66,9.13,6.3,8.64,67.41,6.97,12.78,7.56,16.0,5.31,5.03,8.73,9.86,16.47,7.94,14.54,12.24,11.34,17.19,14.85,14.19,11.05,12.09,9.23,15.16,12.97,18.81,15.93,20.71,17.28,15.22,12.11,13.73,12.13,23.21,20.28,6.95,5.54,6.34,4.43,-6.65,-3.94,1053
1041,TTKPRESTIG.NS,8.61,13.73,11.61,15.0,13.66,17.79,17.32,22.68,15.91,19.82,15.28,18.62,16.52,23.78,25.59,24.41,16.72,15.86,15.92,15.08,14.33,13.56,19.16,18.16,33.83,31.73,40.06,35.09,44.23,40.29,42.97,39.97,27.12,24.41,30.96,27.31,22.66,18.13,16.12,12.03,9.48,3.82,1054
1042,TTL.NS,4.54,2.1,10.57,13.86,-32.35,6.24,28.06,21.6,-11.14,15.1,-1.69,11.74,0.21,12.37,-19.07,10.44,2.37,0.8,3.56,0.83,6.78,1.55,15.4,3.55,12.62,2.39,-4.53,-0.95,31.58,8.46,28.51,4.25,-106.56,-13.32,5.79,1.8,10.36,3.46,16.61,5.74,9.39,3.67,1055
1043,TTML.NS,0.0,-4.82,0.0,-6.31,0.0,-3.98,0.0,-3.98,0.0,-4.05,0.0,-2.34,0.0,-6.08,0.0,4.61,0.0,-2.42,0.0,8.79,0.0,1.72,0.0,0.2,0.0,-2.97,0.0,0.09,-8.09,3.28,0.0,-3.56,0.0,6.74,0.0,1.99,0.0,-11.94,0.0,-43.75,0.0,-25.5,1056
1044,TUBEINVEST.NS,24.88,29.59,18.49,24.7,20.2,28.62,17.59,23.42,11.91,16.81,19.3,25.51,17.08,26.82,11.24,9.26,13.91,17.57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1057
1045,TV18BRDCST.NS,,,0.47,2.14,1.86,2.69,5.67,8.24,3.15,5.69,0.78,3.52,3.07,2.12,-2.18,0.62,2.74,2.73,3.4,3.38,0.41,0.41,1.7,1.68,0.29,0.29,1.18,0.93,-7.14,-6.52,-35.88,-14.58,-24.06,-19.44,-5.44,-3.76,-24.08,-16.48,0.0,-67.01,,,1058
1046,TVSELECT.NS,-4.07,-0.86,0.27,1.11,9.35,12.67,16.3,21.92,0.94,3.27,0.48,6.61,8.55,20.03,19.43,18.7,9.32,15.91,9.93,7.98,6.07,5.23,1.12,0.9,-23.19,-15.7,3.28,2.16,3.77,3.44,-8.7,-5.84,-17.95,-9.33,22.46,12.94,4.48,1.99,7.65,2.81,10.79,4.02,1059
1047,TVSMOTOR.NS,,,26.94,31.32,24.65,26.85,18.53,20.55,14.67,17.24,16.36,18.29,20.02,24.06,23.0,19.48,23.17,18.27,24.98,18.55,21.14,14.73,18.48,12.85,9.47,6.22,21.3,13.87,19.46,11.49,10.17,4.31,3.82,1.59,3.86,1.86,8.19,4.04,15.98,9.28,20.47,13.49,1060
1048,TVSSRICHAK.NS,3.07,6.5,9.29,11.58,6.73,9.28,4.22,5.96,8.65,11.96,11.07,12.38,13.88,19.88,17.97,24.75,27.01,32.39,47.12,34.73,37.56,26.25,23.29,13.54,20.92,10.76,28.07,13.1,34.4,18.36,34.74,19.44,13.8,8.0,15.69,9.12,11.86,5.84,7.45,3.01,8.97,6.66,1061
1049,TVTODAY.NS,8.39,12.51,6.5,9.54,10.62,15.49,15.69,20.72,13.24,19.4,16.29,24.72,14.55,22.53,17.09,27.58,17.15,24.23,17.73,17.27,18.0,17.51,16.17,15.66,3.76,3.43,3.31,2.96,3.97,3.82,10.16,8.48,10.44,10.41,14.86,14.65,12.21,11.91,12.11,11.68,7.95,7.52,1062
1050,TWL.NS,12.04,17.95,13.32,18.84,10.73,24.69,8.29,15.32,5.76,9.87,-9.79,11.5,-6.17,7.92,0.32,0.85,2.15,3.28,-1.02,-0.98,1.58,1.55,0.6,0.58,3.78,3.68,12.41,12.11,15.56,15.13,14.62,14.1,16.54,16.4,26.75,18.41,30.06,25.06,18.53,13.14,49.57,28.03,1063
1051,UBL.NS,10.12,14.49,9.8,13.19,7.66,11.34,9.28,12.79,3.15,5.33,12.14,16.83,17.68,27.73,14.65,22.4,9.83,15.78,13.97,12.39,14.03,10.66,13.82,9.73,11.98,7.38,9.79,6.9,14.06,9.17,10.62,6.98,7.48,3.98,17.14,7.71,20.94,8.72,7.45,2.51,36.53,2.58,1064
1052,UFLEX.NS,6.6,11.17,5.28,9.67,8.39,11.25,8.28,11.0,9.3,15.33,6.34,11.82,2.4,8.15,4.76,8.53,9.47,11.34,10.73,7.88,8.41,6.58,8.11,5.86,9.32,6.26,10.94,7.0,22.64,13.86,11.41,5.33,14.49,6.68,9.49,3.53,8.69,2.53,8.34,3.2,8.45,3.11,1065
1053,UFO.NS,1.5,-0.72,1.57,3.07,-10.12,-12.47,-21.28,-18.75,-38.17,-33.31,24.91,22.61,8.24,11.05,12.48,10.35,10.94,9.59,11.54,9.9,6.44,5.18,9.42,7.15,7.49,5.61,2.71,2.2,-3.73,-2.32,-15.32,-12.01,-24.3,-16.08,-16.25,-9.84,,,,,,,1066
1054,UGARSUGAR.NS,-7.52,8.31,9.04,22.29,46.9,52.61,35.9,34.91,21.47,37.63,21.63,45.1,8.49,60.75,-150.41,-47.87,22.84,31.28,12.41,20.89,-3.91,-1.76,-34.37,-19.89,14.99,9.21,16.83,10.41,4.57,2.42,-23.94,-7.35,14.33,6.04,19.41,6.47,2.72,0.76,,,,,1067
1055,ULTRACEMCO.NS,8.88,9.89,11.68,14.3,9.28,12.37,14.34,14.78,12.32,15.32,14.24,12.03,8.64,9.6,8.6,10.88,10.97,13.96,10.95,8.78,10.68,7.62,12.54,8.92,17.43,12.54,19.02,13.31,13.16,9.47,23.73,15.56,27.13,15.8,37.37,21.52,44.35,20.09,22.13,7.5,0.26,0.09,1068
1056,UNICHEMLAB.NS,,,-4.01,-1.01,-12.56,-6.28,-2.07,-3.01,2.0,2.43,-2.12,-2.33,0.32,-0.75,92.57,91.07,9.18,-7.51,9.79,9.21,6.79,6.33,19.52,18.07,15.94,14.62,11.29,13.52,16.0,14.53,21.93,19.98,23.99,21.66,18.15,16.04,24.25,21.26,27.23,23.24,24.69,19.16,1069
1057,UNITECH.NS,0.0,12.16,0.0,27.65,-474.7,8.14,-32.47,-0.63,-51.19,-2.51,-20.41,-6.39,-9.5,-2.61,-2.82,0.54,-2.28,-1.91,-2.87,-2.47,-0.16,-0.14,0.79,0.69,1.55,1.29,3.38,2.81,5.49,4.37,6.64,4.1,25.86,7.69,48.05,11.79,84.75,20.74,30.79,7.55,16.59,5.77,1070
1058,UNITEDPOLY.NS,18.17,20.17,8.29,13.45,8.6,13.03,17.06,15.92,0.97,10.2,7.52,7.27,4.48,6.9,4.34,2.96,4.01,2.69,10.45,2.87,6.68,1.84,4.15,1.12,0.06,0.03,0.23,0.22,,,,,,,,,,,,,,,1071
1059,UNIVASTU.NS,13.02,17.82,13.68,21.15,14.7,24.24,13.65,20.44,28.75,31.54,17.62,23.02,23.08,37.58,22.32,29.51,22.5,34.3,17.65,9.91,24.21,16.68,27.08,23.15,38.99,14.22,,,,,,,,,,,,,,,,,1072
1060,UNOMINDA.NS,16.56,18.19,15.42,18.31,13.71,15.73,7.56,11.46,7.24,10.42,8.18,10.97,15.19,17.09,14.0,13.07,17.78,10.41,18.24,16.46,14.4,12.39,8.21,6.87,9.81,7.96,11.75,9.46,22.6,12.86,24.73,9.3,20.48,7.61,25.32,8.92,27.39,9.94,33.51,13.65,35.77,12.71,1073
1061,UPL.NS,24.44,1.21,16.04,11.96,13.79,19.52,14.33,17.16,2.82,8.9,5.74,9.39,5.08,7.94,6.87,8.1,3.19,6.97,17.57,13.76,13.14,9.76,12.56,8.67,6.19,4.11,6.47,4.7,6.97,4.71,9.43,4.43,8.12,3.82,5.39,2.72,9.49,3.45,10.64,5.04,8.17,4.24,1074
1062,URJA.NS,0.98,1.12,1.22,1.35,0.93,0.89,0.46,0.2,1.27,1.6,1.27,1.78,1.05,1.49,0.92,1.41,0.84,1.3,0.86,0.86,0.15,0.15,0.69,0.69,0.91,0.63,0.65,0.65,1.14,1.14,0.89,0.89,0.98,0.98,-3.27,-3.27,-8.01,-8.01,0.0,0.0,-1.29,-1.29,1075
1063,USHAMART.NS,19.74,25.18,24.4,28.8,19.79,24.01,22.78,22.69,14.07,18.05,64.25,18.59,25.54,10.04,-162.68,6.76,-77.88,5.92,-51.64,-11.25,-24.44,-7.24,-1.68,-0.56,0.45,0.15,-2.13,-0.79,6.39,3.04,6.14,3.62,14.42,6.24,16.73,7.89,14.13,6.79,11.14,4.74,9.06,3.3,1076
1064,UTTAMSTL.NS,,,,,,,0.0,13.66,0.0,12.67,0.0,-4.7,0.0,-4.34,0.0,-12.66,-378.04,-15.19,-192.66,-26.13,2.3,0.6,2.75,0.79,4.93,1.74,7.6,2.24,8.1,2.73,6.36,2.19,12.15,4.97,17.45,7.23,21.94,8.26,21.91,7.14,36.59,14.32,1077
1065,UTTAMSUGAR.NS,,,18.99,26.2,21.44,29.9,29.15,37.24,17.68,31.26,18.1,28.59,24.81,26.34,9.65,21.24,67.15,19.19,-28.05,3.01,,,,,7.62,1.5,-180.72,-18.2,-13.48,-3.17,-43.16,-8.42,,,,,,,,,,,1078
1066,VAIBHAVGBL.NS,,,8.56,14.33,16.32,17.37,22.09,19.66,8.84,9.93,23.58,25.66,5.84,7.89,5.66,7.21,4.39,4.37,3.81,3.79,6.6,6.57,12.25,11.73,6.77,5.47,4.19,3.15,5.54,3.76,0.72,0.47,-87.07,-66.02,-34.43,-29.03,3.86,3.61,5.99,5.58,23.62,23.58,1079
1067,VAISHALI.NS,1.25,4.02,1.67,5.68,20.02,23.17,15.26,27.57,4.66,14.94,0.15,9.92,3.33,14.35,3.87,17.91,17.88,54.75,-0.94,-0.38,4.99,1.39,9.77,4.79,21.63,10.61,,,,,,,,,,,,,,,,,1080
1068,VAKRANGEE.NS,4.97,6.76,3.39,8.83,0.78,3.49,3.67,4.78,1.95,2.55,2.46,2.92,0.78,1.55,25.66,38.99,25.37,42.12,25.38,24.94,26.03,24.41,24.72,20.61,21.19,14.53,16.3,10.38,13.49,11.77,8.13,7.12,0.07,0.06,18.4,16.42,14.21,12.57,15.21,12.9,4.77,4.77,1081
1069,VALIANTORG.NS,,,-0.45,1.1,11.35,13.86,17.07,19.77,22.83,26.01,32.12,34.28,53.1,54.77,27.6,40.0,25.7,35.39,45.29,45.08,33.98,37.35,29.72,33.2,27.03,32.08,25.36,29.44,,,,,,,,,,,,,,,1082
1070,VARDHACRLC.NS,4.95,6.55,7.21,8.64,13.39,17.15,6.85,8.08,10.77,14.08,13.01,13.13,10.33,13.33,12.07,13.91,13.91,17.82,12.82,11.81,10.4,9.9,14.5,13.75,9.4,8.74,9.76,9.0,16.63,15.06,23.02,20.22,2.91,2.42,3.85,3.15,8.87,6.48,-3.24,-2.05,15.38,9.84,1083
1071,VARDMNPOLY.NS,-6.56,25.3,0.0,-112.87,-0.41,11.76,0.0,-13.47,0.0,-0.67,-35.02,4.51,0.0,3.77,0.0,32.29,-0.61,20.39,8.39,2.97,-22.39,-7.92,4.01,1.21,1.14,0.28,-86.79,-27.51,15.16,6.56,-17.18,-6.42,-5.15,-1.88,1.92,0.49,8.39,4.78,5.65,3.27,4.84,3.31,1084
1072,VARROC.NS,15.43,24.33,39.21,17.92,-250.15,13.86,1.33,5.97,4.8,7.99,9.13,11.5,10.59,15.93,6.91,11.45,4.47,7.71,20.88,6.02,-114.95,8.47,3.22,6.77,10.33,13.01,,,,,,,,,,,,,,,,,1085
1073,VASCONEQ.NS,,,6.4,7.77,9.68,9.99,4.16,6.65,-5.31,-1.63,5.25,6.36,2.22,4.34,1.74,4.02,1.0,4.54,1.32,1.08,-29.93,-28.27,-7.18,-6.56,-4.62,-4.46,1.71,1.62,7.89,7.19,6.86,5.81,5.33,4.09,20.44,11.29,20.44,17.11,29.03,9.9,27.87,8.76,1086
1074,VASWANI.NS,,,7.92,13.72,5.72,14.64,4.45,12.38,4.28,12.42,-2.57,9.24,1.25,11.95,5.21,11.9,2.05,11.7,1.37,1.21,1.39,1.23,0.03,0.02,-13.89,-11.7,1.18,0.92,10.92,7.64,9.12,3.56,15.1,4.99,14.46,3.98,2.76,0.7,5.58,1.69,,,1087
1075,VEDL.NS,23.77,20.69,10.1,14.28,40.34,25.94,22.2,21.9,13.67,16.83,-9.63,5.68,6.51,8.2,9.14,7.91,13.87,12.31,-15.04,-10.44,5.65,3.43,3.19,1.97,0.92,0.84,13.0,11.9,29.62,27.02,29.38,23.05,42.99,42.41,53.45,52.37,40.25,38.81,49.75,47.16,63.84,58.5,1089
1076,VENKEYS.NS,,,5.77,8.93,5.42,8.42,13.19,18.7,24.24,33.43,-3.24,-2.26,,,,,,,,,,,9.25,5.4,7.34,4.85,13.0,9.39,26.63,23.31,26.09,24.01,13.08,10.29,19.06,11.96,9.46,4.9,13.79,7.76,16.67,11.36,1090
1077,VERTOZ.NS,3.89,6.24,2.11,3.17,6.15,9.86,11.05,16.21,9.43,14.65,7.35,12.76,11.02,16.17,8.15,12.11,69.68,64.74,30.27,24.83,73.43,72.25,258.28,241.71,0.0,73.18,,,,,,,,,,,,,,,,,1091
1078,VGUARD.NS,13.02,17.82,13.06,17.2,11.29,13.09,16.17,20.24,16.47,22.79,18.63,23.95,18.39,23.54,17.7,23.34,22.79,31.79,23.72,22.27,18.72,16.59,22.02,18.71,24.07,19.95,24.11,20.41,24.79,22.34,18.0,16.08,13.71,12.38,31.75,27.54,47.77,30.93,31.6,17.41,23.72,11.64,1093
1079,VIDEOIND.NS,,,,,,,,,,,,,0.0,74.66,-126.09,-51.5,-21.15,2.31,,,,,,,,,,,,,,,,,,,,,,,,,1094
1080,VIKASECO.NS,3.65,2.76,1.75,4.16,4.0,8.87,0.61,9.15,-11.15,3.78,0.71,9.42,11.43,23.14,20.82,38.76,17.44,46.05,38.54,66.32,8.74,33.23,8.11,7.68,9.28,8.64,25.62,23.82,23.5,20.53,21.95,17.05,2.88,2.83,6.89,6.72,5.56,5.56,40.45,40.45,-90.56,-90.56,1095
1081,VIKASLIFE.NS,-0.41,0.06,4.01,5.08,-4.64,-5.65,14.05,18.56,-5.25,9.76,2.61,18.12,2.13,7.64,0.91,5.46,1.28,4.65,3.09,5.74,1.9,4.49,6.37,40.89,7.53,7.03,,,,,,,,,,,,,,,,,1096
1082,VINATIORGA.NS,14.79,18.49,13.12,16.63,20.64,26.46,18.96,23.38,17.45,20.61,26.09,31.44,26.87,37.42,18.06,16.33,20.62,18.27,24.33,21.81,26.67,22.69,27.78,19.01,28.46,17.04,29.3,18.69,36.16,28.63,40.36,27.22,38.71,23.55,35.61,25.69,11.75,8.62,7.15,4.86,12.23,7.9,1097
1083,VIPCLOTHNG.NS,2.95,7.56,-9.14,-4.51,4.39,6.55,-1.65,3.26,-0.77,0.7,-10.94,-10.44,-3.29,0.92,-1.57,3.31,-4.72,6.14,-10.64,-9.0,7.32,6.03,5.85,4.46,3.24,2.45,5.3,4.04,1.9,1.34,7.57,4.49,7.69,4.55,12.47,6.85,11.03,6.15,18.44,8.78,4.74,3.14,1098
1084,VIPIND.NS,-14.8,-4.63,4.54,6.58,26.5,27.2,12.61,16.49,-18.04,-13.41,16.22,26.27,23.56,35.3,25.12,24.6,19.17,18.75,18.85,18.55,15.58,15.36,20.29,20.02,12.23,12.08,27.9,27.42,30.82,30.43,29.07,26.79,6.44,5.4,16.17,12.59,12.56,8.33,11.53,7.45,11.81,6.69,1099
1085,VISAKAIND.NS,0.01,4.87,0.33,4.17,7.08,10.51,16.18,21.69,17.64,22.62,9.76,12.31,13.49,20.12,14.93,21.61,10.89,18.2,7.04,5.37,6.39,4.7,3.58,2.6,15.54,12.56,11.98,10.24,17.24,14.69,24.27,18.66,19.13,12.85,4.81,2.8,16.44,8.32,22.56,9.37,20.48,8.81,1100
1086,VISASTEEL.NS,0.0,1.24,0.0,5.23,0.0,5.18,0.0,11.02,0.0,27.01,-240.74,-20.95,-54.83,-9.53,-14.76,-1.87,0.0,-7.85,0.0,-0.54,-197.2,-9.55,-41.55,-5.79,-17.52,-3.36,-50.69,-9.61,14.54,3.53,15.06,3.25,-23.84,-5.65,12.43,4.03,6.48,2.55,4.21,2.69,7.8,4.35,1101
1087,VISESHINFO.NS,-2.3,-2.42,-0.84,-0.94,-1.03,-1.16,-0.95,-0.98,-1.24,-1.11,-0.75,-1.16,-1.99,-1.05,0.55,0.7,-0.18,-0.23,0.05,0.05,-0.51,-0.49,-7.57,-7.0,1.96,1.79,0.15,0.12,0.39,0.33,1.09,0.86,1.7,1.36,7.86,6.29,17.9,14.44,15.23,13.02,4.87,4.47,1102
1088,VISHAL.NS,7.62,10.02,9.93,11.52,-5.86,3.64,-4.95,3.47,-4.06,2.95,3.61,5.06,6.93,13.98,11.34,16.79,24.66,22.95,4.11,3.48,3.54,3.27,-1.71,-1.47,-1.95,-1.74,-12.62,-11.87,-21.16,-20.79,0.0,-986.97,-53.47,-19.84,14.98,7.84,19.77,7.26,18.46,10.18,9.96,5.57,1103
1089,VISHNU.NS,,,16.94,27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104
1090,VIVIDHA.NS,-0.08,-1.33,0.0,-1.12,-0.13,-2.87,0.0,-0.48,0.0,0.63,0.0,10.84,0.0,50.43,0.0,39.47,0.0,56.31,0.0,,0.0,-184.5,-328.95,-174.11,-17.15,-14.29,0.5,0.4,3.58,2.83,6.47,4.89,6.82,5.26,8.93,7.25,8.34,6.64,16.02,13.95,-9.3,-6.1,1105
1091,VIVIMEDLAB.NS,,,,,-344.12,-78.32,-16.15,-3.59,-4.78,2.35,-3.71,2.9,1.15,7.05,1.86,7.08,24.16,27.08,2.2,0.88,5.07,2.23,7.12,3.27,10.63,5.92,14.57,7.95,18.15,10.84,14.07,8.61,15.82,7.52,17.47,8.47,20.98,14.69,19.34,15.44,22.77,17.79,1106
1092,VLSFINANCE.NS,2.33,2.79,15.93,16.9,3.51,3.12,14.87,13.3,15.95,12.4,3.64,-1.1,-0.22,-1.21,5.7,8.13,14.98,21.97,3.22,2.93,3.08,2.7,1.7,1.49,0.91,0.83,1.07,0.97,2.53,2.29,2.65,2.63,5.18,5.06,8.66,8.59,5.54,5.44,4.87,4.77,0.94,0.92,1107
1093,VMART.NS,5.64,12.32,-12.95,0.6,-0.92,5.27,1.37,5.14,-0.75,3.61,10.75,13.76,15.05,26.45,22.36,32.03,16.25,25.37,11.97,18.31,18.23,28.83,14.78,25.14,12.19,21.04,19.57,39.34,0.0,0.0,6.19,3.52,2.98,1.63,29.3,10.79,,,,,,,1108
1094,VOLTAMP.NS,,,22.7,29.11,18.05,23.31,14.09,18.2,13.45,16.61,11.94,14.98,12.35,17.6,11.84,11.73,12.78,12.67,9.36,9.29,6.44,6.4,6.18,6.16,8.01,7.99,8.42,8.28,13.85,13.67,24.82,24.79,43.37,43.37,48.52,48.45,39.73,39.73,33.14,33.11,30.98,24.07,1109
1095,VOLTAS.NS,9.55,12.29,8.05,9.86,20.74,8.18,10.47,13.65,11.44,14.78,14.1,20.23,12.4,16.45,14.26,13.96,16.28,15.87,16.01,15.07,17.89,16.86,11.35,10.65,12.14,11.34,11.13,10.42,27.79,26.26,34.58,33.65,34.64,34.18,38.7,37.31,48.87,42.79,29.19,23.1,26.05,20.32,1110
1096,VRLLOG.NS,16.86,15.71,9.39,10.85,33.12,16.19,24.57,22.68,7.54,10.69,14.6,14.5,14.22,17.72,15.6,21.47,13.02,9.93,19.92,13.98,25.61,14.0,18.65,8.73,25.54,6.88,40.95,11.45,38.68,10.61,26.96,7.23,0.45,0.08,,,,,,,,,1111
1097,VSTIND.NS,21.95,19.99,24.07,30.97,27.71,35.7,29.8,39.02,33.04,43.35,38.63,52.07,34.16,51.37,31.24,46.86,28.11,41.99,41.63,40.32,44.24,43.13,46.25,45.29,42.02,41.48,49.75,49.02,36.46,35.88,25.49,23.92,26.26,24.66,25.62,24.08,26.8,25.21,23.06,21.53,32.58,30.03,1112
1098,VSTTILLERS.NS,9.41,11.64,13.14,16.09,11.2,14.39,13.24,16.81,13.59,16.98,3.12,3.97,7.8,11.47,18.77,23.99,16.54,21.1,17.67,24.3,19.15,25.51,26.62,35.85,19.92,26.49,24.44,35.32,28.27,42.66,33.53,48.55,31.61,45.36,21.31,30.84,22.19,32.56,15.88,23.72,14.2,16.25,1113
1099,VTL.NS,9.17,11.53,6.9,9.4,9.03,11.45,22.25,26.18,5.81,7.6,9.62,10.22,13.28,16.68,11.78,13.37,25.12,28.74,18.33,13.67,11.64,7.77,22.88,12.89,14.21,7.18,5.49,2.65,24.48,11.92,14.81,5.65,11.15,3.95,10.45,3.62,15.72,6.39,20.41,10.12,15.33,8.89,1114
1100,WABAG.NS,15.21,18.57,15.75,19.02,0.1,24.09,7.31,12.78,6.25,11.39,6.01,14.15,11.17,14.63,12.77,10.49,9.09,7.36,14.66,20.62,13.17,9.95,14.69,11.57,16.79,14.48,16.11,14.42,13.5,12.43,16.83,16.83,13.38,12.63,-1.04,-0.97,1.12,1.04,36.23,22.18,,,1115
1101,WABCOINDIA.NS,,,14.51,19.14,13.18,17.39,6.72,9.24,5.19,7.66,8.38,11.74,15.85,22.63,17.87,24.63,16.85,23.29,19.04,18.63,13.98,13.44,15.55,14.9,20.15,19.38,28.99,27.8,32.95,31.21,28.92,28.04,17.97,13.73,62.13,54.39,-14.31,-14.31,,,,,1116
1102,WALCHANNAG.NS,-23.06,-9.52,-11.77,1.7,8.02,-7.94,-21.5,6.75,-27.03,4.61,-24.32,5.68,-0.63,12.78,-7.61,7.75,-21.81,-16.44,-63.81,-10.1,,,,,,,,,,,,,,,,,,,,,,,1117
1103,WEBELSOLAR.NS,55.65,49.86,-112.29,-15.64,-12.38,-12.04,5.04,7.02,40.47,10.7,4.27,-0.89,-33.66,-10.51,4.75,4.97,135.69,59.95,0.0,-8.02,0.0,131.92,0.0,-9.14,0.0,-5.49,,,1.11,0.4,,,10.87,3.26,6.22,2.98,39.0,30.45,46.02,40.09,26.74,22.92,1118
1104,WELCORP.NS,19.61,19.14,13.36,16.17,15.22,22.4,15.9,16.79,37.62,37.0,17.18,23.81,-16.93,-2.28,6.56,10.84,9.64,13.14,-5.08,-2.37,-0.84,-0.37,-0.89,-0.4,1.2,0.69,1.8,0.89,11.93,5.98,19.66,12.42,15.02,7.32,23.49,10.94,22.01,6.48,12.98,5.08,12.49,5.21,1119
