,Ticker,Revenue_Mar 24,Revenue_Mar 23,Revenue_Mar 22,Revenue_Mar 21,Revenue_Mar 20,Revenue_Mar 19,Revenue_Mar 18,Revenue_Mar 17,Revenue_Mar 16,Revenue_Mar 15,Revenue_Mar 14,Revenue_Mar 13,Revenue_Mar 12,Revenue_Mar 11,Revenue_Mar 10,Revenue_Mar 09,Revenue_Mar 08,Revenue_Mar 07,Revenue_Mar 06,Revenue_Mar 05
732,LTF.NS,54.54,1.4,1.36,0.69,2.37,2.41,2.28,1.58,1.99,1.69,1.5,1.0,0.65,0.04,0.04,0.13,,,,
733,LTFOODS.NS,115.77,112.73,88.79,72.04,73.48,68.55,66.89,76.94,683.04,688.62,683.78,631.93,376.82,315.08,264.47,322.12,256.6,216.67,557.14,525.82
734,LTI.NS,1157.21,1080.25,823.22,660.92,585.3,511.91,401.53,361.57,327.97,1471.13,1439.98,1120.44,917.69,,,,,,,
735,LTIM.NS,1157.21,1080.25,823.22,660.92,585.3,511.91,401.53,361.57,327.97,1471.13,1439.98,1120.44,917.69,,,,,,,
736,LTTS.NS,818.76,673.75,556.75,472.76,495.82,453.08,342.11,306.65,385.87,85.35,12.31,0.0,,,,,,,,
737,LUMAXTECH.NS,195.81,193.92,169.76,132.48,138.26,140.5,364.99,352.66,412.23,384.43,349.64,317.54,321.16,250.01,195.17,138.64,152.34,137.86,132.0,248.87
738,LUPIN.NS,321.85,247.45,259.0,243.68,243.39,250.97,222.97,279.59,249.0,216.96,199.36,159.14,120.56,100.74,414.9,356.76,313.77,247.17,411.79,289.5
739,LUXIND.NS,742.51,756.54,726.2,731.48,628.06,456.12,406.62,361.51,1775.28,1715.09,1642.77,1305.34,1033.03,982.18,,,,,,
740,LXCHEM.NS,102.42,101.57,113.65,60.91,301.82,285.5,1268.07,1006.99,889.27,957.32,809.85,586.08,512.38,651.68,,,,,,
741,M&M.NS,823.55,709.12,480.08,376.98,381.28,449.93,409.14,742.12,689.71,658.53,686.21,685.07,540.77,399.5,327.2,479.83,473.1,416.81,348.61,568.47
742,M&MFIN.NS,108.59,88.59,78.33,84.87,164.1,141.86,107.95,109.26,103.67,98.13,87.34,68.5,269.53,191.73,159.58,142.6,126.54,98.68,69.9,56.75
743,MADRASFERT.NS,137.44,212.6,141.99,94.53,78.6,98.25,99.74,86.03,74.11,104.96,159.95,144.71,136.16,100.09,80.35,69.3,70.33,74.72,66.92,79.33
744,MAGMA.NS,40.41,25.27,20.08,68.57,80.79,82.84,87.04,83.46,89.08,106.01,97.14,79.54,51.41,63.5,297.93,266.02,203.43,156.71,99.83,83.69
745,MAGNUM.NS,78.26,109.26,87.31,46.97,64.11,73.9,68.23,57.09,61.19,59.46,56.82,50.66,52.39,46.3,35.24,29.9,22.47,45.46,36.2,32.69
746,MAHAPEXLTD.NS,4.74,0.11,1.16,0.76,0.69,0.12,0.49,0.33,0.28,0.25,0.23,0.26,0.31,0.46,1.65,1.53,1.41,0.14,3.8,8.54
747,MAHEPC.NS,94.03,75.43,76.12,91.31,102.2,93.74,73.86,72.64,74.03,61.21,63.21,58.41,72.44,50.31,70.34,65.58,45.65,13.36,32.17,82.79
748,MAHINDCIE.NS,,,,,56.59,,,,,50.86,41.86,47.78,46.93,40.66,34.22,34.65,31.28,75.52,240.55,
749,MAHLIFE.NS,1.21,30.51,16.36,17.44,85.64,94.65,92.54,165.77,122.58,152.15,75.17,86.07,114.84,116.7,78.57,40.53,42.18,38.93,39.04,29.48
750,MAHLOG.NS,628.8,619.46,505.23,412.88,455.81,513.02,452.64,380.69,333.48,314.77,296.36,265.51,240.3,,184.07,126.49,,,,
751,MAHSCOOTER.NS,194.86,189.31,15.04,13.37,13.45,12.68,10.79,7.43,7.85,6.09,3.66,5.86,5.84,5.42,3.63,2.19,2.37,7.24,16.99,24.28
752,MAHSEAMLES.NS,403.22,425.91,530.76,332.1,390.57,456.89,317.88,213.17,152.12,202.26,176.5,244.14,324.91,249.71,225.78,290.26,211.41,198.76,335.22,266.95
753,MAITHANALL.NS,591.89,998.82,1050.36,556.43,628.95,682.87,645.44,461.02,395.3,607.71,560.65,589.61,439.04,417.28,496.01,671.35,394.81,158.35,,
754,MANAKSIA.NS,24.54,21.87,9.58,4.08,5.54,5.12,7.21,4.8,3.94,0.1,185.19,179.68,165.43,142.21,121.42,140.73,106.27,119.27,1356.27,155.58
755,MANAKSTEEL.NS,96.43,97.89,76.99,59.2,74.43,105.09,75.3,50.97,44.15,50.25,4250.28,0.0,0.0,,,,,,,
756,MANALIPETC.NS,46.36,60.05,83.9,53.6,39.32,40.8,37.5,33.87,33.65,42.61,32.22,30.35,33.36,26.32,22.64,20.64,18.95,18.27,38.24,23.1
757,MANAPPURAM.NS,68.87,56.73,53.91,61.11,51.02,40.56,34.74,35.72,26.31,23.49,24.97,26.36,31.09,27.96,138.07,93.03,70.87,38.36,35.73,36.45
758,MANDHANA.NS,43.83,25.57,14.9,202.47,783.83,88.26,98.97,155.99,497.11,465.81,458.26,411.5,295.9,253.08,252.16,409.62,360.25,228.89,172.71,120.54
759,MANGCHEFER.NS,320.16,307.18,244.25,180.86,228.67,259.27,226.82,209.14,253.09,217.53,279.23,234.47,312.71,212.61,175.09,208.32,137.11,115.65,91.3,74.06
760,MANGLMCEM.NS,627.51,655.19,569.53,486.35,460.13,449.39,421.57,391.49,315.34,345.34,261.22,264.5,236.3,185.86,229.9,201.24,180.51,80.72,,
761,MANINFRA.NS,19.08,21.49,6.37,4.83,4.32,6.73,7.79,6.4,8.55,7.75,53.97,74.83,76.66,104.8,96.74,180.63,86.93,33.38,20171.2,29480.6
762,MANKIND.NS,231.28,202.88,181.16,138.04,119.68,96.79,97.81,1750.95,1572.44,1344.66,1142.61,984.44,824.08,,731.82,566.35,579.13,,,
763,MANPASAND.NS,,,,,3.57,55.57,82.87,122.6,111.22,95.8,1176.75,960.58,342.77,,,,,,,
764,MANYAVAR.NS,56.2,54.62,41.56,,,,,,,,,,,,,,,,,
765,MAPMYINDIA.NS,58.39,47.32,37.22,397.86,,,,,,,,,,,,,,,,
766,MARICO.NS,54.28,57.97,58.14,49.12,45.37,46.29,40.05,37.59,38.35,72.58,57.1,52.84,48.22,38.26,32.85,31.56,25.88,22.55,180.2,163.45
767,MARINE.NS,40.23,30.98,26.32,16.29,84.67,131.75,,,,,,,,,,,,,,
768,MARKSANS.NS,18.83,14.46,16.08,14.65,10.59,10.36,7.2,5.27,8.75,9.91,8.17,4.99,4.2,4.21,5.38,5.43,6.59,63.88,79.12,191.51
769,MARUTI.NS,4482.59,3891.49,2923.7,2328.89,2503.66,2848.35,2641.15,2252.81,1905.24,1654.66,1447.04,1443.31,1231.39,1267.07,1014.45,717.28,625.15,512.33,422.07,382.22
770,MASFIN.NS,74.22,173.09,120.0,108.34,122.94,104.7,82.45,79.3,179.86,141.05,110.58,137.94,108.31,93.0,72.97,49.99,,,,
771,MASTEK.NS,120.84,102.68,85.51,74.14,67.31,79.0,68.49,73.48,164.66,295.0,248.38,162.76,,,,,,,,
772,MAWANASUG.NS,346.39,378.76,377.88,375.52,296.79,295.96,343.64,304.38,379.54,,,,,465.46,,,,88.06,117.03,126.68
773,MAX.NS,24.09,19.62,17.83,10.67,1.1,19.41,19.71,18.32,17.15,16.15,16.48,,,,,,,,,
774,MAXHEALTH.NS,24.09,19.62,17.83,10.67,1.1,19.41,19.71,18.32,17.15,16.15,16.48,,,,,,,,,
775,MAXIND.NS,0.62,1.68,5.79,8.88,18.36,11.75,9.82,9.54,7.52,21.83,37.41,57.06,28.23,19.91,15.07,17.99,15.88,10.29,40.66,48.28
776,MAXINDIA.NS,0.62,1.68,5.79,8.88,18.36,11.75,9.82,9.54,7.52,21.83,37.41,57.06,28.23,19.91,15.07,17.99,15.88,10.29,40.66,48.28
777,MAXVIL.NS,,1.62,1.35,2.01,2.02,1.75,3.97,2.15,1.84,,,,,,,,,,,
778,MAYURUNIQ.NS,173.88,173.84,141.54,112.34,113.94,126.51,121.83,104.13,110.42,116.92,216.88,351.49,586.33,459.17,304.2,212.48,173.31,132.51,115.44,92.51
779,MAZDOCK.NS,469.36,388.08,284.26,200.7,243.19,207.46,196.77,1417.56,2079.23,1816.72,1449.15,1170.37,1274.29,,0.0,0.0,0.0,0.0,0.0,0.0
780,MBLINFRA.NS,5.48,7.76,7.08,13.97,15.87,14.0,117.42,547.88,558.28,940.06,1001.35,766.78,714.54,566.14,359.08,428.18,263.75,153.04,145.58,197.26
781,MCDOWELL-N.NS,147.48,142.59,129.14,108.59,125.13,123.61,562.29,588.27,567.67,553.88,586.03,656.38,576.68,486.94,392.45,407.48,314.37,291.07,334.97,224.04
782,MCLEODRUSS.NS,88.4,104.99,106.12,106.44,82.02,125.4,145.84,135.71,137.66,126.84,134.76,125.9,113.09,100.6,100.15,75.69,61.41,55.95,91.67,56.86
783,MCX.NS,114.93,88.08,64.66,67.62,72.64,58.5,50.95,50.87,46.07,43.63,66.8,102.74,103.65,73.27,35.22,26.04,22.13,42.37,,
784,MEDANTA.NS,84.91,73.06,,,,,,,,,,,,,,,,,,
785,MEDPLUS.NS,39.07,17.93,12.21,,,,,,,,,,,,,,,,,
786,MEGASOFT.NS,0.0,0.27,1.91,3.72,4.6,5.34,6.44,7.01,6.79,12.06,,,,,,,,,,
787,MENONBE.NS,37.14,39.14,35.24,26.67,24.82,31.04,25.99,22.06,23.85,110.51,92.94,89.06,93.43,85.28,60.63,94.31,74.63,65.18,52.98,57.29
788,MEP.NS,,3.25,10.58,20.01,74.66,101.9,90.84,48.03,42.77,81.37,48.67,91.17,72.31,306.86,291.83,,,,,
789,MERCATOR.NS,,0.0,0.0,0.23,4.37,10.31,13.41,19.95,24.04,26.93,20.3,22.52,22.38,26.02,24.42,48.21,34.19,42.17,33.61,77.12
790,METALFORGE.NS,,60.07,52.97,39.99,43.16,87.27,85.83,271.48,236.47,,,,,,,,,,,
791,METROBRAND.NS,84.77,75.51,48.34,,,,,,,,,,,,,,,,,
792,METROPOLIS.NS,215.4,208.17,218.31,159.66,131.4,115.83,505.73,424.0,365.97,258.0,226.33,,,,,,,,,
793,MFL.NS,464.3,526.69,373.27,199.41,146.92,172.45,,,,,,,,,,,,,,
794,MFSL.NS,0.62,1.68,5.79,8.88,18.36,11.75,9.82,9.54,7.52,21.83,37.41,57.06,28.23,19.91,15.07,17.99,15.88,10.29,40.66,48.28
795,MGL.NS,632.17,637.71,360.42,217.92,300.89,282.56,226.06,205.91,232.62,234.48,211.0,169.5,146.52,,,71.57,66.12,,,
796,MHRIL.NS,65.2,59.6,48.07,61.86,73.5,69.1,80.16,121.63,108.06,90.3,88.33,78.51,68.44,58.26,56.28,51.06,46.16,81.8,53.78,35.81
797,MIDHANI.NS,57.26,46.54,45.88,43.41,38.05,37.94,35.32,41.28,38.25,34.56,29.61,29.57,2717.0,2224.7,,,,,,
798,MINDACORP.NS,160.86,146.13,114.43,95.77,93.85,104.44,93.34,36.87,33.88,31.21,302.38,293.29,274.43,502.45,392.23,239.65,211.63,887.08,,
799,MINDAIND.NS,156.48,116.19,173.66,136.08,121.09,133.22,213.33,206.59,925.75,863.75,698.41,665.78,696.74,706.67,568.35,432.82,384.06,373.55,259.35,188.27
800,MINDTREE.NS,,,638.67,483.78,471.71,427.62,324.89,299.98,259.62,423.82,727.0,569.11,472.89,377.25,312.1,266.49,193.52,156.37,152.85,564.1
801,MIRCELECTR.NS,41.88,48.03,51.58,33.13,26.15,27.88,31.5,34.39,39.3,54.51,91.25,91.05,116.3,134.81,105.82,213.37,107.68,106.66,85.98,77.8
802,MIRZAINT.NS,43.61,45.37,138.95,87.02,104.75,95.74,80.81,77.78,85.48,99.07,76.26,69.41,60.04,52.26,40.87,38.94,33.96,165.07,126.96,157.0
803,MMFL.NS,632.57,583.77,457.58,300.59,301.27,374.44,514.16,396.34,416.11,416.34,340.86,299.18,290.16,225.44,136.22,171.34,316.32,300.35,280.09,269.45
804,MMTC.NS,0.04,1.82,55.96,175.88,160.9,193.2,164.51,117.08,125.03,182.84,252.7,285.98,663.25,690.56,9052.78,7403.49,5300.61,4669.23,3278.68,3027.61
805,MOIL.NS,71.23,65.93,70.59,49.61,43.74,55.92,51.37,74.32,37.42,49.0,60.79,57.57,53.55,67.86,57.64,4619.22,3464.2,1480.51,2151.01,2444.68
806,MOKSH.NS,83.71,83.23,60.38,313.79,320.49,354.89,288.58,463.97,276.69,604.39,1618.96,1544.06,,,,,,,,
807,MOL.NS,60.55,100.53,98.07,63.84,27.26,,,,,,,,,,,,,,,
808,MOLDTECH.NS,51.49,47.18,31.97,27.11,32.5,28.11,23.79,20.84,17.98,86.6,73.85,64.46,55.52,46.18,44.17,53.3,49.71,87.64,77.0,64.18
809,MOLDTKPAC.NS,210.24,220.07,202.03,171.59,157.77,142.32,122.59,108.63,99.52,205.95,226.17,170.5,156.12,187.19,151.5,125.57,104.74,0.0,54.35,176.4
810,MONNETISPA.NS,,110.17,129.07,89.19,56.18,40.03,68.89,61.66,91.0,483.82,344.45,307.05,294.83,244.43,283.28,323.12,241.33,185.11,163.86,164.5
811,MONSANTO.NS,,,,,,387.94,384.1,358.35,313.77,322.38,337.1,256.33,216.55,421.1,481.24,453.11,477.52,378.92,385.03,438.99
812,MONTECARLO.NS,512.26,539.18,436.19,300.03,350.0,316.6,265.02,266.17,286.0,268.07,231.5,186.1,197.34,0.0,0.0,,,,,
813,MOREPENLAB.NS,30.08,26.19,30.33,24.73,17.61,15.95,12.47,12.17,10.06,8.23,7.47,6.74,5.99,4.81,4.35,4.59,3.53,6.09,5.48,8.66
814,MOTHERSON.NS,13.35,10.85,11.83,11.62,12.62,24.01,35.42,44.78,40.01,56.52,51.3,73.2,92.06,72.77,46.46,36.92,36.94,46.03,30.0,23.61
815,MOTHERSUMI.NS,13.35,10.85,11.83,11.62,12.62,24.01,35.42,44.78,40.01,56.52,51.3,73.2,92.06,72.77,46.46,36.92,36.94,46.03,30.0,23.61
816,MOTILALOFS.NS,304.73,180.27,172.49,147.44,85.72,83.55,93.4,9.12,7.73,9.18,5.05,4.82,3.2,3.43,3.57,3.92,11.3,4.23,0.02,
817,MPHASIS.NS,481.1,500.23,393.43,297.32,233.04,184.4,169.45,143.45,139.09,144.01,63.24,,,,,,81.62,67.21,23.64,
818,MRF.NS,58192.64,53250.54,44786.58,37550.35,37714.95,37351.42,34957.36,31240.12,46903.87,,,,,,,,,,,
819,MRPL.NS,515.82,621.09,397.83,183.62,291.0,354.1,276.44,246.53,226.21,327.86,409.75,374.84,306.79,221.87,181.84,218.41,185.81,162.97,142.63,106.28
820,MSPL.NS,74.57,66.17,60.7,44.71,39.77,43.32,30.11,96.4,102.67,123.96,135.39,104.6,119.85,82.5,67.59,69.84,62.09,36.11,14.52,8.39
821,MSTCLTD.NS,44.92,46.12,66.85,60.76,118.0,415.77,552.92,811.76,3285.85,6164.74,5943.52,7234.13,,8271.14,19059.51,31515.97,22977.01,13631.49,18602.5,22266.45
822,MSUMI.NS,18.84,15.96,17.84,0.0,,,,,,,,,,,,,,,,
823,MTARTECH.NS,188.57,186.4,104.69,80.12,79.89,65.1,55.51,35.68,28.88,28.67,37.23,33.83,35.41,19.3,39.08,33.23,12.05,,,
824,MTEDUCARE.NS,3.52,4.33,4.21,6.72,20.31,25.2,25.23,63.43,61.25,50.02,45.95,38.97,36.48,30.64,799.71,4191.1,370.82,7.02,,
825,MTNL.NS,11.56,13.68,16.98,20.69,24.39,31.55,37.65,45.55,49.59,53.97,53.84,54.42,53.54,58.32,58.06,70.75,75.0,77.93,88.39,88.93
826,MUKANDLTD.NS,361.05,388.79,326.91,189.56,199.29,253.69,217.07,188.56,193.17,199.38,179.58,290.79,354.36,348.56,268.37,264.66,262.96,247.78,214.96,206.67
827,MUNJALAU.NS,132.24,158.15,170.66,199.37,113.96,114.7,103.31,170.0,177.01,177.65,163.29,143.47,135.18,519.89,290.11,234.62,216.67,243.86,233.64,122.92
828,MUNJALSHOW.NS,293.21,310.16,265.01,271.37,322.08,417.36,395.39,364.95,375.49,410.78,399.53,395.39,389.26,322.36,251.02,210.71,179.83,175.26,751.8,655.85
829,MURUDCERA.NS,30.77,29.88,22.37,15.38,21.68,26.43,26.41,24.5,28.18,33.82,35.53,37.16,48.59,49.39,74.2,102.86,135.22,134.44,127.34,111.55
830,MUTHOOTFIN.NS,314.72,261.92,276.13,263.14,217.3,171.67,156.65,143.4,121.84,108.4,132.57,144.17,122.05,71.87,35.8,123.72,715.87,447.17,357.34,
831,MUTHOOTMF.NS,133.15,122.29,72.92,59.92,74.7,62.56,48.9,29.08,8.69,0.69,0.41,0.85,0.0,,,,,,,
832,NACLIND.NS,89.4,106.44,82.71,60.72,52.69,51.7,54.13,47.03,44.35,47.82,40.78,41.24,431.64,382.65,432.83,406.32,279.46,232.72,234.3,199.65
833,NAGAFERT.NS,79.68,94.34,45.02,26.33,28.5,32.44,65.57,56.45,66.38,42.33,57.66,91.71,83.47,0.0,,,,,,
834,NAHARCAP.NS,16.82,19.01,21.94,13.78,7.44,6.61,10.3,1.82,0.8,5.41,6.5,4.43,-0.35,-0.06,8.53,8.97,,,,
835,NAM-INDIA.NS,24.14,20.21,19.52,16.0,18.49,23.13,25.03,1102.11,1010.59,729.23,587.23,523.5,515.07,,,,,,,
836,NARMADA.NS,37.14,36.92,25.81,43.0,45.45,63.11,71.44,,,,,,,,,,,,,
837,NATCOPHARM.NS,199.38,128.82,96.87,90.6,98.36,108.84,113.35,112.21,58.7,215.3,188.17,177.81,138.69,123.76,109.92,96.94,82.34,67.24,59.79,63.45
838,NATIONALUM.NS,71.59,77.61,77.21,48.76,45.41,61.64,49.2,39.02,26.45,28.65,26.31,26.84,25.65,23.5,80.47,81.04,79.84,94.0,76.84,66.86
839,NAUKRI.NS,184.39,167.32,121.4,85.48,104.09,90.02,75.29,66.25,59.83,50.87,46.33,40.05,69.07,53.86,85.08,89.82,89.78,57.71,41.91,70.61
840,NAVA.NS,101.1,110.24,115.63,69.4,61.27,76.06,73.31,53.4,110.72,129.04,123.17,125.82,108.44,142.45,153.5,167.72,116.59,83.06,66.82,315.34
841,NAVINFLUOR.NS,286.75,328.59,283.27,228.93,206.61,193.15,177.47,709.02,650.17,559.08,460.31,537.75,721.4,441.48,425.05,416.12,290.88,257.51,230.99,298.69
842,NAVKARCORP.NS,28.89,29.33,56.9,44.67,37.68,32.06,28.45,26.01,24.35,29.97,191.07,225.48,199.51,153.72,,,,,,
843,NAVNETEDUL.NS,74.85,71.96,46.88,35.09,63.0,59.45,48.43,46.45,39.09,40.28,36.16,33.2,25.59,22.51,21.92,52.98,42.02,34.29,154.45,144.06
844,NAZARA.NS,3.04,3.47,6.28,10.81,16.47,15.81,24.6,388.95,,,,,,,,,,,,
845,NBCC.NS,44.73,37.42,30.81,27.49,28.95,40.25,65.61,69.77,485.59,388.51,338.91,266.54,287.31,34956.1,33133.1,22680.0,21888.8,16221.4,13730.0,8644.6
846,NBVENTURES.NS,101.1,110.24,115.63,69.4,61.27,76.06,73.31,53.4,110.72,129.04,123.17,125.82,108.44,142.45,153.5,167.72,116.59,83.06,66.82,315.34
847,NCC.NS,291.7,212.65,162.83,118.97,134.77,201.11,125.85,141.96,149.75,149.24,238.41,223.12,204.63,197.74,186.21,181.4,151.76,137.68,178.12,745.03
848,NDL.NS,139.45,140.6,150.93,226.9,317.23,303.03,330.69,253.99,253.95,240.74,196.22,154.37,125.98,11.14,8.25,7.06,6.35,7.32,9.27,74.55
849,NDTV.NS,35.51,34.22,35.81,30.61,34.48,39.01,46.31,58.59,66.49,66.59,54.25,60.89,58.61,54.99,54.05,54.92,57.92,45.22,32.62,25.92
850,NECLIFE.NS,75.1,67.94,74.39,68.75,105.36,124.18,83.63,73.28,74.75,73.29,73.05,72.52,58.55,47.36,37.72,47.81,483.35,286.17,172.2,178.67
851,NELCAST.NS,145.62,145.28,106.59,70.22,65.14,98.42,85.58,66.04,64.45,62.63,59.21,58.34,75.07,291.61,183.89,167.69,206.23,234.75,184.49,163.66
852,NELCO.NS,97.58,86.35,62.73,16.84,16.8,14.71,13.98,11.26,58.37,,,,,,,,86.59,27.02,,
853,NEOGEN.NS,263.97,275.14,195.37,144.17,131.19,119.06,82.01,60.73,54.44,203.3,177.56,,,,,,,,,
854,NESCO.NS,96.25,77.49,47.89,41.31,61.27,51.15,43.1,216.97,182.59,137.98,114.33,101.8,91.15,82.57,144.84,121.32,134.59,89.24,106.01,84.9
855,NESTLEIND.NS,253.0,,,,,,,,,,,,,,,,,,,
856,NETWEB.NS,128.46,,,,,,,,,,,,,,,,,,,
857,NETWORK18.NS,2.0,1.79,1.6,1.13,1.06,1.07,0.91,0.64,0.64,0.71,0.97,1.86,12.82,3.36,2.88,13.14,26.31,1.5,0.0,
858,NEULANDLAB.NS,1208.16,923.37,737.24,726.26,591.23,516.9,588.96,646.45,569.55,519.0,602.74,596.92,819.89,725.8,509.31,561.06,398.14,370.14,298.27,280.47
859,NEWGEN.NS,81.28,127.46,102.21,88.07,83.57,80.64,67.69,61.48,59.24,52.78,274.83,229.3,,,,,,,,
860,NEYVELILIG.NS,75.86,93.43,71.08,52.28,57.09,51.53,55.54,56.01,39.75,36.29,35.57,33.32,29.01,25.61,24.56,20.0,17.77,12.57,13.12,17.97
861,NH.NS,8.37,9.27,8.32,8.47,8.7,8.12,6.76,7.09,6.72,6.14,5.0,4.31,4.6,3.43,3.52,2.43,2.3,1.68,1.58,1.54
862,NHPC.NS,8.37,9.27,8.32,8.47,8.7,8.12,6.76,7.09,6.72,6.14,5.0,4.31,4.6,3.43,3.52,2.43,2.3,1.68,1.58,1.54
863,NIACL.NS,263.89,247.58,216.27,199.66,185.21,166.95,302.08,1116.62,945.81,857.19,722.36,615.77,504.96,441.24,392.58,12.13,75.03,,,54.03
864,NIITLTD.NS,9.61,11.7,33.26,25.86,28.33,22.57,21.72,21.92,23.05,21.1,31.5,38.85,44.71,39.25,37.87,33.07,28.38,197.55,174.78,146.3
865,NIITMTS.NS,29.56,30.0,28.43,1.13,3.55,,,,,,,,,,,,,,,
866,NIITTECH.NS,784.61,692.39,544.04,398.09,356.96,323.5,267.63,259.79,239.89,220.51,215.56,183.99,138.76,123.08,83.96,85.49,75.76,76.0,56.95,48.11
867,NILAINFRA.NS,4.69,2.9,2.37,2.57,6.37,5.73,5.44,5.04,4.95,3.36,3.27,3.15,2.93,2.91,5.2,3.6,0.74,0.53,0.12,0.0
868,NILKAMAL.NS,2100.26,2063.54,1658.89,1265.22,1394.86,1544.1,1387.95,1311.21,1253.32,1197.29,1108.91,1079.35,961.37,838.8,803.84,698.41,608.44,538.57,425.6,378.87
869,NIRAJ.NS,117.1,140.41,82.67,40.54,57.21,50.6,72.5,91.55,98.25,77.89,44.03,103.13,288.82,285.47,178.6,135.76,129.95,111.63,140.09,210.3
870,NITCO.NS,44.95,53.11,56.87,45.24,63.79,82.16,83.32,127.16,142.64,151.19,138.84,236.28,257.69,199.55,139.8,207.37,198.45,206.26,136.13,164.9
871,NITINFIRE.NS,,,,,,16.16,71.23,74.79,90.15,66.26,73.49,56.7,53.38,39.92,29.88,25.27,14.24,2.9,3.28,
872,NLCINDIA.NS,75.86,93.43,71.08,52.28,57.09,51.53,55.54,56.01,39.75,36.29,35.57,33.32,29.01,25.61,24.56,20.0,17.77,12.57,13.12,17.97
873,NMDC.NS,72.66,60.28,88.31,52.45,38.21,39.69,36.71,27.9,16.28,31.17,30.41,27.0,28.41,28.68,15.74,19.08,432.15,316.73,280.79,168.73
874,NOCIL.NS,86.69,97.01,94.33,55.63,51.1,63.05,58.83,45.37,44.48,44.72,37.08,30.36,30.06,28.16,27.21,29.39,22.74,19.28,22.88,34.52
875,NOIDATOLL.NS,1.12,1.27,0.87,0.69,1.33,1.09,0.87,4.41,6.93,6.61,6.41,5.7,4.99,4.53,4.46,4.25,3.57,2.53,2.16,2.5
876,NOVARTIND.NS,135.77,153.46,162.02,154.52,177.57,198.82,228.48,233.2,252.92,273.27,269.78,282.65,264.17,235.05,204.78,188.08,173.19,169.29,164.66,147.84
877,NRBBEARING.NS,105.54,105.58,94.31,75.94,77.6,97.01,85.7,72.91,68.01,67.64,61.34,59.79,56.68,48.74,72.45,61.11,67.02,315.33,266.3,223.54
878,NSLNISP.NS,10.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
879,NTPC.NS,167.05,168.89,119.77,102.31,98.74,91.27,101.21,94.93,85.92,88.83,87.34,79.65,75.26,66.78,56.25,50.91,44.98,39.58,31.71,27.37
880,NUVAMA.NS,185.25,99.97,210.0,161.71,125.16,154.99,117.57,145.92,159.0,152.77,145.48,123.24,996.04,1623.47,,,,,,
881,NUVOCO.NS,250.29,240.27,205.58,184.24,,,,,,,,,,,,,,,,
882,NYKAA.NS,0.9,0.76,3.96,96.84,128.98,,,,,,,,,,,,,,,
883,OBEROIRLTY.NS,90.82,39.06,27.85,23.37,17.04,28.29,28.69,26.23,34.77,21.3,18.97,18.13,11.92,11.88,1.39,191.36,533.98,380.8,344.8,
884,OCL.NS,6.84,7.14,7.3,8.0,7.74,8.41,0.0,0.0,,,,,,,,,,,,
885,OFSS.NS,579.8,508.01,451.75,423.56,410.52,417.45,452.11,439.02,415.81,394.86,375.48,349.45,310.32,281.37,267.54,264.13,214.09,186.38,151.24,120.57
886,OIL.NS,103.13,114.87,87.69,54.12,76.44,87.13,66.21,60.54,90.63,96.86,98.05,97.02,89.43,79.88,281.7,299.24,280.82,266.09,336.55,323.71
887,OLECTRA.NS,135.72,138.21,71.32,33.77,48.19,36.57,32.18,29.07,25.76,25.54,22.26,19.42,16.57,18.86,18.18,12.66,24.17,12.73,14.07,14.26
888,OMAXAUTO.NS,166.1,140.63,103.89,75.5,218.19,463.64,551.22,487.29,480.11,469.54,456.05,513.51,601.74,540.87,404.47,379.68,333.99,322.39,270.52,247.7
889,OMAXE.NS,38.56,25.12,22.51,13.8,42.62,41.99,69.32,56.68,62.23,51.52,64.77,77.53,76.78,65.91,45.8,40.32,103.1,60.72,106.5,359.11
890,ONEPOINT.NS,7.47,7.46,7.0,40.52,49.89,87.31,69.17,905.04,1683.44,1281.11,37.4,0.0,,,,,,,,
891,ONGC.NS,103.13,114.87,87.69,54.12,76.44,87.13,66.21,60.54,90.63,96.86,98.05,97.02,89.43,79.88,281.7,299.24,280.82,266.09,336.55,323.71
892,ONMOBILE.NS,15.73,19.86,18.77,18.63,19.29,21.72,26.31,31.65,35.83,37.96,41.44,40.86,43.46,77.18,62.19,56.56,40.2,394.87,360.65,179.04
893,OPTIEMUS.NS,75.06,69.57,50.08,20.88,35.6,46.74,71.12,123.92,221.77,297.92,478.32,329.98,222.19,140.74,2268.72,0.0,0.42,0.51,0.51,0.75
894,OPTOCIRCUI.NS,,,0.01,,2.08,3.49,2.21,2.08,3.16,6.03,10.84,28.86,27.64,32.36,25.78,24.85,34.9,32.73,43.28,44.28
895,ORBITCORP.NS,,,,,,,,,0.16,10.16,2.55,18.45,27.07,31.31,88.6,78.17,114.98,11.37,0.33,17.44
896,ORCHIDCHEM.NS,161.55,163.14,136.46,110.42,123.83,65.6,72.41,84.91,98.84,203.63,,,246.49,236.13,174.91,169.14,188.14,134.51,129.78,187.92
897,ORCHPHARMA.NS,161.55,163.14,136.46,110.42,123.83,65.6,72.41,84.91,98.84,203.63,,,246.49,236.13,174.91,169.14,188.14,134.51,129.78,187.92
898,ORICONENT.NS,6.36,36.32,32.09,24.05,36.92,40.2,34.44,2.45,3.91,4.12,6.88,6.01,4.89,25.74,52.84,49.21,16.34,,,
