,Ticker,Revenue_Mar 24,Revenue_Mar 23,Revenue_Mar 22,Revenue_Mar 21,Revenue_Mar 20,Revenue_Mar 19,Revenue_Mar 18,Revenue_Mar 17,Revenue_Mar 16,Revenue_Mar 15,Revenue_Mar 14,Revenue_Mar 13,Revenue_Mar 12,Revenue_Mar 11,Revenue_Mar 10,Revenue_Mar 09,Revenue_Mar 08,Revenue_Mar 07,Revenue_Mar 06,Revenue_Mar 05
389,GANESHBE.NS,31.49,29.56,46.61,41.62,43.23,37.1,29.65,20.7,20.93,21.43,20.22,20.75,17.89,16.81,13.37,11.36,14.47,14.56,13.2,9.46
390,GANESHHOUC.NS,71.28,30.18,15.0,0.86,0.35,19.26,42.33,36.21,60.71,56.47,54.41,47.41,52.42,49.37,30.82,27.44,39.02,21.98,25.56,37.23
391,GANGAFORGE.NS,2.77,3.15,2.7,21.69,29.77,35.08,44.71,,,,,,,,,,,,,
392,GARFIBRES.NS,628.08,615.18,570.4,493.38,431.73,465.14,404.26,386.56,376.94,357.48,311.56,252.81,243.91,210.45,189.61,185.01,184.02,162.06,131.17,112.77
393,GATEWAY.NS,29.96,27.94,27.22,40.49,43.11,43.05,39.15,37.88,36.25,34.31,27.96,26.59,22.31,15.75,,,,,,
394,GATI.NS,16.95,19.74,20.3,22.51,34.86,47.56,41.17,56.49,55.3,50.67,28.89,,,,,,,,,
395,GAYAPROJ.NS,,,165.72,208.36,183.09,185.0,155.57,119.34,511.2,529.71,599.64,669.01,751.79,1201.56,1127.88,995.46,745.61,502.18,412.42,602.52
396,GDL.NS,29.96,27.94,27.22,40.49,43.11,43.05,39.15,37.88,36.25,34.31,27.96,26.59,22.31,15.75,,,,,,
397,GEEKAYWIRE.NS,78.75,382.06,246.78,162.85,182.17,208.41,148.44,128.6,160.98,121.68,79.94,51.37,59.09,,,,,,,
398,GENUSPAPER.NS,25.32,25.48,17.11,11.11,9.88,16.83,13.62,12.05,12.28,11.22,9.62,0.0,,,,,,,,
399,GENUSPOWER.NS,39.52,31.38,26.6,23.65,41.2,41.01,32.46,24.98,33.4,35.65,29.83,41.05,44.4,47.01,442.26,376.65,331.35,329.34,204.0,129.67
400,GEOJITBNPP.NS,24.64,17.55,20.12,16.91,11.98,11.93,12.78,10.37,9.25,11.76,7.58,8.66,8.8,10.28,11.67,6.31,9.17,5.01,57.29,30.03
401,GEOJITFSL.NS,24.64,17.55,20.12,16.91,11.98,11.93,12.78,10.37,9.25,11.76,7.58,8.66,8.8,10.28,11.67,6.31,9.17,5.01,57.29,30.03
402,GEOMETRIC.NS,,,,,,,,,65.09,59.21,58.99,55.88,43.04,37.64,34.41,37.09,27.75,28.31,20.84,85.56
403,GEPIL.NS,241.67,267.11,389.77,497.25,363.8,283.02,199.01,296.52,254.43,315.97,387.52,414.37,277.72,234.89,304.77,341.71,230.82,181.98,141.09,123.61
404,GESHIP.NS,291.71,338.64,198.36,181.95,195.33,175.84,136.69,113.01,130.82,115.01,98.99,113.92,112.26,90.74,125.7,186.24,170.39,130.73,126.63,107.5
405,GET&D.NS,123.72,108.31,119.74,134.83,123.36,164.77,169.17,158.26,129.01,144.92,137.61,131.82,173.11,,,,,,,195.06
406,GHCL.NS,360.06,475.51,396.26,297.14,342.7,343.89,298.26,279.55,253.17,237.32,222.38,212.45,189.64,149.79,121.56,123.92,106.82,107.76,,55.31
407,GICHSGFIN.NS,196.21,206.92,213.4,228.34,231.52,227.32,205.97,185.64,162.29,135.66,115.73,102.49,80.95,62.42,54.74,57.7,50.41,36.41,57.2,46.25
408,GICRE.NS,258.17,267.89,280.76,276.36,312.95,252.49,495.2,72.73,45.31,41.29,6.02,5.7,,,,,,,,
410,GINNIFILA.NS,40.97,111.29,126.62,98.35,111.59,114.39,99.5,108.23,106.2,119.98,122.86,105.41,100.8,98.09,72.08,69.28,51.5,37.92,32.24,56.12
411,GIPCL.NS,89.17,89.62,77.51,88.29,91.16,93.05,90.18,86.65,89.4,80.31,91.02,93.62,85.97,71.76,62.09,76.36,61.85,52.6,50.02,67.2
412,GITANJALI.NS,,,,,,,,882.24,1049.49,729.5,797.59,1127.54,851.11,597.03,398.13,316.71,312.06,376.17,274.8,451.13
413,GLAND.NS,253.02,219.58,267.85,211.68,169.94,1319.27,1045.46,954.62,,,,,,,,,,,,
414,GLAXO.NS,201.13,189.86,189.93,172.4,190.35,184.68,339.03,342.73,322.91,388.13,,,,,,,,,,
415,GLENMARK.NS,279.66,291.34,288.53,268.2,237.89,223.44,227.94,286.9,216.73,187.46,84.84,71.97,57.84,43.03,38.15,34.53,55.48,67.45,47.62,41.77
416,GLOBE.NS,45.95,56.58,107.18,79.65,99.92,118.39,130.85,138.56,174.68,,,,,,,,,,,
417,GLOBOFFS.NS,12.11,11.97,19.15,24.75,28.63,26.21,30.84,39.83,64.62,36.36,49.42,67.09,62.54,71.44,76.19,68.16,46.93,,,
418,GLOBUSSPR.NS,837.77,732.24,548.27,425.54,403.84,341.79,296.91,268.84,245.39,203.36,215.89,229.81,242.38,166.77,134.12,160.82,128.02,145.67,112.94,88.39
419,GLS.NS,186.35,176.39,173.29,1923.64,,,,,,,,,,,,,,,,
420,GMDCLTD.NS,77.45,121.93,89.87,42.11,47.83,62.81,68.28,52.25,37.4,44.62,40.56,52.66,51.28,44.69,33.49,30.73,61.64,185.2,136.78,115.98
421,GMMPFAUDLR.NS,229.28,239.11,558.1,438.46,353.3,286.49,213.76,182.21,157.1,153.27,137.2,114.61,138.09,98.54,105.68,100.35,97.15,78.68,348.47,275.45
422,GMRINFRA.NS,1.36,0.17,0.06,0.01,1.91,1.82,1.83,1.95,1.32,1.49,2.02,3.68,3.55,1.87,0.42,0.87,0.56,1.01,2.25,2.96
423,GNA.NS,350.86,737.43,591.87,414.43,423.48,432.45,312.19,239.18,335.32,283.6,266.4,230.08,262.86,,,,,,,
424,GNFC.NS,539.66,658.02,556.06,329.99,332.16,379.36,375.58,295.25,292.65,298.65,311.88,273.62,248.49,183.11,168.21,187.97,220.88,176.23,146.62,124.43
425,GOCOLORS.NS,141.24,123.18,74.3,83.56,,,,,,,,,,,,,,,,
426,GODFRYPHLP.NS,844.26,684.76,514.35,478.84,548.77,476.41,444.58,458.99,463.82,497.45,2386.93,2016.08,1838.48,1568.34,1349.33,1076.89,853.99,743.7,645.99,660.97
427,GODHA.NS,0.25,0.16,1.59,29.18,47.01,65.41,52.73,,,,,,,,,,,,,
428,GODIGIT.NS,98.44,60.35,40.65,24.48,,,,,,,,,,,,,,,,
429,GODREJAGRO.NS,368.75,358.27,321.83,229.76,266.54,225.84,191.37,195.42,363.64,357.23,2343.65,2087.79,1812.72,,1161.63,1067.39,674.47,681.41,846.71,796.74
430,GODREJCP.NS,82.24,74.97,67.98,61.17,53.55,55.56,77.22,139.4,141.31,130.14,119.85,105.23,87.57,76.29,41.34,42.65,39.49,33.69,116.12,99.4
431,GODREJIND.NS,89.63,133.33,99.22,55.13,58.51,63.74,58.23,44.63,38.97,43.31,43.89,43.69,45.28,35.02,25.64,25.39,22.66,22.46,152.67,157.04
432,GODREJPROP.NS,47.86,41.55,53.01,20.52,82.75,62.52,44.15,46.16,15.73,25.92,33.49,66.82,47.28,42.18,20.35,24.03,37.64,212.93,108.25,64.6
433,GOKEX.NS,337.48,366.65,303.35,281.92,318.08,274.05,294.95,261.86,322.71,309.33,323.44,282.05,291.5,332.39,333.05,339.13,307.32,298.27,506.94,514.96
434,GOKUL.NS,875.84,683.38,714.14,581.38,360.26,323.78,324.49,323.1,275.29,137430.26,,,,,,,,,,
435,GOKULAGRO.NS,875.84,683.38,714.14,581.38,360.26,323.78,324.49,323.1,275.29,137430.26,,,,,,,,,,
436,GOLDIAM.NS,35.0,27.85,35.86,97.43,73.1,73.95,48.91,55.49,52.86,47.68,50.22,39.07,36.72,32.93,23.79,21.9,34.82,60.91,54.37,134.76
437,GOODYEAR.NS,1106.07,1268.97,1055.78,776.64,756.64,828.74,721.58,655.33,757.32,,,,,,,,,,,
438,GOPAL.NS,112.56,111.93,11934.34,9963.47,,,,,,,,,,,,,,,,
439,GPIL.NS,383.59,387.32,371.92,1067.35,813.23,842.88,623.22,453.23,469.8,590.74,470.42,583.59,545.25,294.37,276.52,369.75,294.22,178.37,144.58,106.9
440,GPPL.NS,20.45,18.97,15.38,15.17,15.21,14.52,13.42,14.13,13.65,17.93,,,,,,,,,,3.6
441,GPTINFRA.NS,173.19,136.62,230.72,197.75,205.58,181.19,158.09,327.57,248.47,172.29,227.05,233.95,214.83,271.25,304.41,223.84,191.25,3773.23,543.98,
442,GRANULES.NS,154.93,162.42,130.58,126.58,90.85,82.53,64.87,59.01,61.3,59.4,493.9,337.77,280.47,202.26,177.73,116.87,,,,
443,GRAPHITE.NS,148.13,149.1,143.24,94.1,147.15,344.8,151.39,66.83,68.92,76.63,90.49,90.33,85.52,62.75,66.2,74.72,72.99,58.25,209.44,175.83
444,GRASIM.NS,389.27,407.62,316.83,188.23,244.48,312.51,240.18,221.61,961.93,689.3,610.2,572.57,541.9,506.0,898.57,1186.65,1117.27,942.86,725.01,680.63
445,GRAUWEIL.NS,46.51,43.06,33.81,26.68,27.23,26.43,21.7,19.0,18.65,18.36,17.02,14.78,14.7,124.45,109.08,172.2,153.18,124.41,104.97,110.64
446,GRAVITA.NS,387.99,365.59,274.32,177.64,169.82,154.1,114.54,77.89,51.76,48.93,49.62,37.64,148.62,143.45,104.96,233.92,157.51,113.44,15.12,
447,GREAVESCOT.NS,76.66,66.9,50.87,57.49,78.77,81.4,73.39,66.92,66.18,69.15,70.39,76.71,71.8,51.28,,,,,,
448,GREENLAM.NS,166.45,145.76,129.2,466.54,508.45,495.51,439.49,402.01,388.09,349.93,0.0,,,,,,,,,
449,GREENPANEL.NS,127.81,145.39,132.47,83.18,70.11,47.89,0.0,,,,,,,,,,,,,
450,GREENPLY.NS,142.85,133.73,112.28,82.8,103.38,104.69,137.03,135.62,137.29,648.09,894.71,828.96,680.99,504.39,426.72,464.72,348.54,260.89,208.06,341.43
451,GREENPOWER.NS,0.22,0.31,0.4,0.42,0.99,0.41,0.0,0.0,0.0,0.78,0.6,0.94,0.17,0.0,0.0,0.0,0.0,,,
452,GRINDWELL.NS,239.49,213.94,181.14,147.48,140.21,141.51,126.93,111.67,203.4,200.58,170.09,170.72,163.76,143.92,128.46,,,,,
453,GRINFRA.NS,805.46,842.66,819.03,,,,,,,,,,,,,,,,,
454,GRMOVER.NS,197.64,210.41,183.07,1974.83,2077.57,2901.83,2507.01,1602.25,964.15,1540.52,1142.91,733.45,641.56,461.0,747.13,742.42,488.59,260.15,241.4,219.05
455,GRSE.NS,313.63,223.58,153.42,99.59,125.12,121.03,117.65,,,,,,1044.0,845.42,,,,,,
456,GRUH.NS,,,,,,27.62,46.32,40.8,35.07,29.18,46.94,36.44,145.57,102.7,88.75,84.84,58.21,41.87,38.83,31.47
457,GRWRHITECH.NS,680.8,564.4,544.05,413.38,377.63,397.16,354.36,370.16,362.17,381.37,359.17,333.72,339.04,712.47,222.12,,,397.65,371.76,392.23
458,GSFC.NS,224.16,283.53,225.75,188.21,191.25,215.18,157.36,132.12,153.29,133.62,135.83,156.93,665.26,596.65,504.12,738.39,446.19,416.88,355.25,326.68
459,GSKCONS.NS,,,,,,1137.07,1026.39,949.05,1024.53,1024.26,1157.65,,,,,,,,,
460,GSPL.NS,36.01,31.23,35.8,36.86,41.89,33.29,23.62,18.23,17.61,18.91,18.67,20.85,19.96,18.6,17.64,8.67,7.44,5.85,4.86,5.81
461,GTL.NS,1.07,1.15,1.16,1.13,1.15,1.22,1.92,9.28,2.65,2.58,2.51,2.46,5.75,5.12,3.63,2.71,1.7,1.5,,0.05
462,GTLINFRA.NS,1.07,1.15,1.16,1.13,1.15,1.22,1.92,9.28,2.65,2.58,2.51,2.46,5.75,5.12,3.63,2.71,1.7,1.5,,0.05
463,GTOFFSHORE.NS,,,,,,,,,248.62,284.04,275.83,226.47,214.94,227.11,270.59,241.02,177.42,140.96,69370.0,
464,GTPL.NS,180.37,150.7,136.15,156.1,162.0,72.8,65.71,62.31,49.95,2158.07,1911.33,,,,,,,,,
465,GUFICBIO.NS,80.44,71.24,80.37,50.31,39.08,45.07,38.91,31.74,26.14,19.59,15.9,12.95,10.8,9.24,8.15,6.71,7.0,6.88,7.66,6.94
466,GUJALKALI.NS,518.34,615.01,511.82,330.82,371.0,430.48,334.23,281.9,271.72,265.27,258.18,247.09,232.98,195.36,174.36,189.48,154.57,142.56,128.6,154.79
467,GUJFLUORO.NS,0.29,0.29,0.16,0.09,0.72,248.31,186.66,129.41,121.83,120.25,103.86,145.3,188.35,89.47,89.72,95.09,62.19,98.97,31.3,148.0
468,GUJGASLTD.NS,227.92,243.45,239.05,143.15,149.63,112.64,448.46,369.89,443.48,654.14,566.34,0.0,,,,,,,,
469,GUJNRECOKE.NS,,,,,,,3.42,3.03,4.55,5.1,14.86,27.52,23.77,28.57,28.15,32.25,25.88,21.05,55.78,
470,GUJRATGAS.NS,227.92,243.45,239.05,143.15,149.63,112.64,448.46,369.89,443.48,654.14,566.34,0.0,,,,,,,,
471,GULFOILLUB.NS,667.93,611.85,434.62,328.41,328.01,342.55,268.06,218.96,204.02,195.17,0.0,0.0,0.0,0.0,0.0,,,,,
472,GULPOLY.NS,220.93,226.98,211.78,163.27,132.32,143.63,131.25,105.03,476.36,452.71,384.95,334.16,322.92,306.31,244.44,236.7,160.04,132.96,91.62,78.36
473,GVKPIL.NS,0.05,0.06,0.06,0.13,0.15,0.15,0.1,0.18,0.17,0.17,0.17,0.19,0.17,0.26,0.3,0.2,0.19,4.72,4.81,2091.69
474,HAL.NS,454.27,805.28,736.27,680.48,641.12,598.36,553.82,496.55,463.58,324.64,314.0,1254.89,1179.34,1089.11,,,,,,
475,HAPPSTMNDS.NS,98.62,92.99,72.43,53.65,158.86,197.78,119.42,118.51,,,,,,,,,,,,
476,HAPPYFORGE.NS,144.18,133.69,96.1,6535.91,6235.67,,,,,,,,,,,,,,,
477,HARSHA.NS,118.73,112.56,123.81,,,,,47.6,,,,,,,,,,,,
478,HATHWAY.NS,3.52,3.61,3.51,3.48,3.21,2.98,6.56,15.74,14.19,12.32,64.5,45.7,36.01,33.17,27.35,3.49,2.67,79.21,51.4,41.56
479,HATSUN.NS,358.66,325.29,295.47,258.33,328.26,297.87,281.69,275.79,316.82,269.77,231.47,200.98,148.85,377.5,336.23,298.46,1277.49,866.0,795.86,661.34
480,HAVELLS.NS,295.99,269.25,221.76,166.58,150.67,160.79,130.2,98.18,87.05,83.9,378.24,338.6,289.76,230.94,410.77,366.21,354.7,287.47,403.23,502.63
481,HBLPOWER.NS,79.68,48.69,44.07,32.79,38.86,45.35,57.47,50.77,50.92,52.57,50.62,47.33,43.06,39.28,44.44,521.77,411.47,217.75,172.08,146.48
482,HCC.NS,33.33,34.51,30.84,17.12,24.1,30.42,45.05,41.51,53.78,64.02,66.63,63.17,65.74,67.44,119.66,129.29,121.7,93.63,58.88,657.32
483,HCG.NS,79.16,72.28,61.29,48.74,77.75,72.96,67.53,63.59,55.27,60.04,51.15,43.57,34.05,29.84,12.72,8.53,7.75,,,
484,HCL-INSYS.NS,0.14,0.18,0.28,6.6,50.06,108.79,89.62,101.63,112.12,,,,,,,,,,,
485,HCLTECH.NS,177.23,170.45,149.68,131.39,120.1,191.97,158.8,135.56,95.25,,,,,,,,,,,
486,HDFCAMC.NS,121.06,101.53,99.18,86.99,94.14,90.09,83.43,588.09,573.26,405.07,340.14,283.56,251.62,,,,,,,
487,HDFCLIFE.NS,471.03,326.05,309.58,353.53,145.39,190.15,160.29,153.33,90.91,136.41,86.02,69.54,52.32,55.48,,,0.0,,,
488,HDIL.NS,0.04,0.03,0.01,0.02,8.74,12.86,8.93,16.38,27.89,23.99,18.4,23.4,21.9,43.88,41.58,62.41,111.07,66.86,84.43,64.93
489,HEG.NS,620.51,639.25,570.43,325.48,556.8,1708.17,688.21,215.23,217.6,310.44,367.07,406.06,356.36,259.92,292.69,241.14,238.37,230.48,149.1,122.91
490,HEIDELBERG.NS,104.39,98.76,101.36,93.4,95.74,94.14,83.38,75.79,72.74,90.21,,,,,,,,,47.03,47.05
491,HEMIPROP.NS,0.02,0.07,0.0,0.0,0.0,,,,,,,,,,,,,,,
492,HERANBA.NS,318.61,331.01,362.48,304.56,243.59,257.18,948.94,745.37,666.2,675.38,1185.55,890.61,648.58,552.02,,,,,,
493,HERITGFOOD.NS,402.43,345.78,569.62,518.78,577.85,535.01,505.12,806.31,1026.16,893.56,742.29,1380.93,1208.56,950.68,780.94,687.42,510.03,346.68,292.36,266.4
494,HEROMOTOCO.NS,1873.72,1691.55,1463.74,1541.57,1443.61,1684.63,1613.95,1427.16,1432.11,1381.34,1265.67,1190.19,1180.72,971.35,793.17,617.19,518.03,496.04,436.62,371.98
496,HFCL.NS,28.29,31.94,31.18,31.97,27.62,34.26,24.74,16.27,23.06,20.58,16.29,4.88,2.1,0.87,,3.14,7.9,25.72,21.59,12.29
497,HGINFRA.NS,785.89,677.99,554.72,387.83,336.98,308.39,213.7,586.03,395.35,219.81,291.59,212.21,,,,,,,,
498,HGS.NS,339.26,251.96,147.93,1131.81,1026.65,1053.99,989.74,770.17,667.13,516.61,420.22,341.64,306.64,264.56,236.44,216.56,174.3,6089.86,0.0,
499,HIKAL.NS,144.74,164.07,157.56,139.53,122.24,128.92,157.68,123.41,112.61,106.06,504.39,401.71,422.28,300.19,326.0,290.78,199.66,154.83,153.19,124.01
500,HIL.NS,2947.71,2848.99,2616.97,2082.38,1759.77,1976.31,1707.13,1494.21,1463.69,1479.07,1160.88,1383.9,1145.31,967.35,930.41,833.54,643.37,583.87,623.87,569.42
501,HIMATSEIDE.NS,258.9,208.49,290.38,170.83,162.58,177.26,164.2,142.0,103.67,96.33,99.91,72.57,66.06,51.6,46.34,41.47,25.12,17.88,15.49,72.23
502,HINDALCO.NS,373.91,346.3,304.74,192.35,181.27,205.72,192.06,165.84,167.26,167.18,134.88,136.08,138.9,124.62,101.67,106.79,155.88,175.54,115.2,1026.47
503,HINDCOPPER.NS,17.76,17.35,18.84,19.31,8.99,19.63,18.2,13.01,10.47,10.98,16.09,14.3,16.04,12.61,14.36,13.19,20.86,20.4,12.7,7.03
504,HINDOILEXP.NS,35.08,28.81,9.87,7.52,13.6,18.15,3.73,1.92,2.17,3.1,4.59,8.32,11.6,25.27,10.73,6.53,6.23,14.62,16.04,14.56
505,HINDPETRO.NS,3055.27,3103.75,2464.4,1604.21,1763.32,1805.62,1438.99,1840.95,5296.93,6094.99,6585.98,6098.09,5260.49,3943.01,3165.12,3685.29,3076.99,2647.15,2107.47,1775.13
506,HINDUNILVR.NS,257.31,251.68,217.84,195.73,179.56,176.96,159.84,147.64,143.8,142.39,129.56,119.35,102.32,91.39,81.45,94.06,,,,
507,HINDWAREAP.NS,61.53,77.03,67.95,69.59,62.44,0.0,0.0,,,,,,,,,,,,,
508,HINDZINC.NS,68.48,80.71,69.68,53.56,43.93,49.98,52.27,40.88,36.6,35.0,32.27,30.06,26.99,23.76,189.88,134.63,186.86,202.29,91.46,51.82
509,HISARMETAL.NS,447.08,511.17,438.13,282.97,329.34,384.36,427.33,298.51,488.77,621.4,586.89,561.36,548.72,403.28,412.47,318.54,415.21,472.64,298.54,279.37
510,HITACHIHOM.NS,705.66,876.95,794.06,605.57,808.15,824.31,803.75,705.15,610.33,578.44,404.45,405.05,347.6,332.76,279.51,206.34,195.96,142.88,114.6,104.35
511,HITECH.NS,147.27,145.57,1232.07,916.01,885.1,1044.4,782.31,574.07,489.22,1210.98,1224.34,7905.02,7434.33,6843.6,,,,,,
512,HITECHGEAR.NS,415.37,416.57,343.46,278.33,271.38,344.85,280.94,238.87,239.76,230.14,192.36,198.94,265.07,226.41,343.88,314.13,303.18,287.33,214.5,169.74
513,HLEGLAS.NS,86.53,95.14,372.44,321.76,299.62,518.12,148.5,125.34,184.85,176.89,153.59,151.23,140.8,105.91,90.98,84.31,82.8,66.54,67.05,67.99
514,HLVLTD.NS,3.02,2.62,1.11,0.3,2.31,2.45,2.19,14.96,14.16,16.18,15.91,15.62,14.73,11.97,11.38,11.97,13.62,10.29,44.36,36.24
515,HMT.NS,1.35,1.45,0.35,0.66,0.73,0.55,0.12,0.08,0.38,0.5,1.03,1.31,2.1,2.62,2.54,2.14,2.25,4.47,5.23,4.3
516,HMVL.NS,95.57,96.84,90.84,74.04,108.02,117.98,119.92,127.17,125.15,111.53,99.43,86.69,81.5,70.33,28.61,25.23,42.2,39.95,38.61,35.41
517,HNDFDS.NS,207.85,211.38,896.15,654.0,364.13,175.36,106.72,29.14,47.7,34.85,6.35,,,7.57,6.8,7.03,4.44,3.39,4.14,4.56
518,HOMEFIRST.NS,128.5,89.87,67.97,54.59,50.91,205.22,138.44,89.85,158.97,121.57,59.03,0.0,0.0,,,,,,,
519,HONASA.NS,54.42,102.31,716735.38,,83759.96,12854.63,,,,,,,,,,,,,,
520,HONAUT.NS,4611.59,3899.99,3335.2,3442.06,3721.73,3591.33,3042.96,2726.32,2474.68,2719.08,,,,,,,,,,
521,HOTELEELA.NS,3.02,2.62,1.11,0.3,2.31,2.45,2.19,14.96,14.16,16.18,15.91,15.62,14.73,11.97,11.38,11.97,13.62,10.29,44.36,36.24
522,HPL.NS,220.98,188.94,156.19,132.22,143.89,171.47,155.54,144.12,240.21,562.74,542.32,486.35,398.07,,,,,,,
523,HSCL.NS,84.96,96.41,66.62,40.09,43.06,56.78,47.11,31.65,27.53,35.71,35.34,33.69,29.12,18.15,129.44,118.79,114.67,102.6,70.1,50.85
524,HSIL.NS,374.17,352.63,221.09,286.34,257.14,374.79,311.14,286.54,268.93,256.85,264.42,238.28,202.78,159.3,143.25,112.15,94.37,86.82,83.82,158.66
525,HTMEDIA.NS,39.22,39.83,32.49,22.91,53.16,56.46,60.09,62.13,66.18,63.02,62.03,57.23,56.13,51.97,53.74,56.29,50.64,44.37,175.26,149.59
526,HUBTOWN.NS,26.34,28.69,25.14,33.58,35.12,56.92,46.96,82.98,48.28,57.08,66.83,43.18,36.41,39.59,60.63,65.55,66.04,26.14,35.69,325.2
527,HUDCO.NS,38.88,35.21,34.74,36.14,37.62,27.71,20.84,17.48,16.25,1671.6,1473.9,1429.9,1367.0,0.0,1252.6,1352.8,1361.0,1302.8,1147.9,1385.4
529,IBPOW.NS,6.26,6.02,6.07,2.9,3.59,6.47,6.83,4.52,9.4,2.09,1.43,0.0,0.01,0.0,0.0,0.0,0.0,,,
530,IBREALEST.NS,0.78,0.05,0.0,0.13,7.98,2.6,1.73,0.57,0.38,0.84,2.0,8.37,3.0,3.96,1.01,1.75,1.98,0.74,,
531,IBSEC.NS,1.52,1.75,0.74,0.53,5.98,5.49,3.98,2.61,2.61,3.1,3.3,4.68,6.44,14.08,14.64,15.46,24.36,237.09,178.23,64.1
532,IBULHSGFIN.NS,128.36,156.14,165.73,187.19,266.62,360.49,286.37,236.68,188.3,175.71,156.39,149.05,50.45,,13.07,13.55,12.94,8.42,0.25,
533,IBULISL.NS,0.0,0.01,0.08,0.01,0.01,0.0,0.2,1.15,2.63,7.33,8.54,1.47,10.04,16.16,0.0,0.0,0.0,,,
534,IBVENTURES.NS,1.52,1.75,0.74,0.53,5.98,5.49,3.98,2.61,2.61,3.1,3.3,4.68,6.44,14.08,14.64,15.46,24.36,237.09,178.23,64.1
535,ICICIGI.NS,371.39,363.98,290.63,236.3,222.51,201.5,168.45,150.09,118.86,102.75,103.62,95.61,,,4.44,1.44,1.25,0.68,21.54,9.8
536,ICICIPRULI.NS,622.51,343.4,433.46,579.26,146.4,288.58,270.37,263.33,145.27,240.4,153.13,140.13,98.02,169.09,,,,,,
537,ICIL.NS,168.25,140.55,142.15,127.39,99.55,91.82,86.59,100.79,506.85,409.21,397.48,321.15,211.17,187.31,116.26,87.03,93.67,84.69,78.3,75.34
538,ICRA.NS,260.32,230.58,201.77,187.82,215.29,238.46,224.29,212.96,195.37,181.25,162.9,148.59,139.36,129.31,106.16,88.73,60.7,39.79,37.78,42.18
539,IDEA.NS,8.44,8.61,11.9,14.5,15.56,42.19,63.84,97.85,99.44,86.94,78.65,66.51,58.25,46.42,35.91,31.8,25.5,16.84,8.88,5.93
540,IDEAFORGE.NS,73.92,87.18,18162.93,3924.91,,,,,,,,,,,,,,,,
541,IEX.NS,5.04,4.5,4.74,10.62,8.62,8.42,76.41,69.43,60.75,53.04,55.89,44.41,22.41,13.42,,,,,,
542,IFBIND.NS,1044.5,994.2,808.87,658.07,618.08,615.28,520.47,421.67,363.6,305.6,247.45,221.88,221.32,187.67,171.97,167.97,237.66,182.9,156.15,168.28
543,IFCI.NS,3.37,2.43,3.6,7.27,13.23,12.72,20.33,16.48,22.98,19.57,17.36,16.28,36.99,31.61,22.44,18.0,25.04,31.05,24.6,19.19
544,IGARASHI.NS,230.36,208.5,176.78,169.3,169.78,192.58,219.29,168.73,145.38,125.81,118.65,142.4,131.67,96.57,116.13,187.48,200.38,180.4,129.73,89.12
545,IGL.NS,200.0,202.08,110.14,70.58,92.65,82.35,64.79,272.48,263.27,262.93,280.15,240.5,179.9,124.72,77.69,61.46,50.94,44.43,37.88,32.72
546,IIFL.NS,4.2,3.14,10.02,15.68,24.81,0.57,77.45,,,,,,,,,,,,,
547,IIFLSEC.NS,61.04,39.97,34.89,22.31,18.65,21.64,22.21,,,,,,,,,,,,,
548,IL&FSENGG.NS,19.72,13.51,23.46,25.38,42.89,94.5,142.52,138.6,152.27,210.48,363.87,,,131.21,162.35,226.83,278.22,120.2,2230.74,206.81
549,IL&FSTRANS.NS,,,,,3.02,5.46,107.52,111.76,144.76,142.79,175.25,173.43,142.72,83.17,43.52,7.71,9.97,9.51,12.67,4.26
550,IMAGICAA.NS,5.4,6.09,8.15,2.49,22.72,27.3,26.83,29.92,29.28,23.71,21.42,0.0,0.0,0.0,0.0,,,,,
551,IMFA.NS,515.23,496.0,482.39,683.55,597.46,605.55,654.41,619.85,466.24,517.63,507.26,490.08,459.02,405.64,225.26,470.11,404.62,322.84,251.75,224.97
552,INDBANK.NS,5.62,4.12,3.97,2.71,1.98,1.83,2.63,2.07,1.62,1.94,1.37,1.29,2.61,1.45,4.2,2.08,10.85,5.81,1.53,1.85
553,INDGN.NS,47.1,45.4,4183.5,3406.67,2230.0,1802.25,,,,,,,,,,,,,,
554,INDHOTEL.NS,30.95,26.08,14.1,9.53,23.07,23.38,21.73,24.28,22.98,25.07,23.89,23.23,23.81,22.03,20.36,22.39,29.27,26.33,191.33,182.64
555,INDIACEM.NS,159.49,173.63,152.09,143.17,163.2,181.61,173.31,188.08,137.6,144.01,144.57,149.65,136.84,113.96,120.03,118.91,108.0,102.34,80.82,83.86
556,INDIAGLYCO.NS,1063.0,855.93,924.77,736.24,876.56,1083.93,977.91,798.87,750.04,826.0,931.8,1076.77,923.6,585.55,399.86,345.86,468.14,318.5,257.01,200.41
557,INDIAMART.NS,189.99,307.01,245.73,219.37,215.92,173.92,404.48,347.04,268.56,188.56,148.05,137.8,126.92,,,,,,,
558,INDIANHUME.NS,263.59,318.47,313.83,256.24,335.13,336.23,314.98,351.79,387.61,416.89,338.1,287.24,213.5,267.73,1157.82,1140.08,751.17,666.01,455.68,617.79
559,INDIASHLTR.NS,77.4,133.42,102.5,73.69,53.49,40.58,33.41,29.57,,,,,,,,,,,,
560,INDIGO.NS,1785.18,1412.19,673.08,380.37,929.22,741.32,598.87,514.03,447.89,453594.0,362103.7,299776.2,181259.2,124867.1,,,,,,
561,INDIGOPNTS.NS,263.51,225.55,190.45,152.06,215.28,185.65,144.72,101.15,,,,,,,,,,,,
